 PRODUCTION/INJECTION RESULTS
   TIME   PL      QWI     PR       QOP      QWP     WC
    0.00  200.00  -25.00  200.00    0.00    0.00    0.00
    1.00  207.98  -25.00  200.00    7.03    0.00    0.00
    2.00  210.81  -25.00  200.00   11.83    0.00    0.00
    3.00  212.15  -25.00  200.00   14.33    0.00    0.00
    4.00  212.81  -25.00  200.00   15.55    0.00    0.00
    5.00  213.17  -25.00  200.00   16.14    0.00    0.00
    6.00  213.42  -25.00  200.00   16.42    0.00    0.00
    7.00  213.63  -25.00  200.00   16.56    0.00    0.00
    8.00  213.69  -25.00  200.00   16.63    0.00    0.00
    9.00  213.76  -25.00  200.00   16.66    0.00    0.00
   10.00  213.82  -25.00  200.00   16.67    0.00    0.00
   11.00  213.85  -25.00  200.00   16.68    0.00    0.00
   12.00  213.87  -25.00  200.00   16.68    0.00    0.00
   13.00  213.83  -25.00  200.00   16.69    0.00    0.00
   14.00  213.81  -25.00  200.00   16.69    0.00    0.00
   15.00  213.81  -25.00  200.00   16.69    0.00    0.00
   16.00  213.83  -25.00  200.00   16.69    0.00    0.00
   17.00  213.89  -25.00  200.00   16.69    0.00    0.00
   18.00  213.92  -25.00  200.00   16.69    0.00    0.00
   19.00  213.95  -25.00  200.00   16.69    0.00    0.00
   20.00  214.00  -25.00  200.00   16.69    0.00    0.00
   21.00  214.03  -25.00  200.00   16.69    0.00    0.00
   22.00  214.05  -25.00  200.00   16.69    0.00    0.00
   23.00  214.07  -25.00  200.00   16.69    0.00    0.00
   24.00  214.06  -25.00  200.00   16.69    0.00    0.00
   25.00  214.06  -25.00  200.00   16.69    0.00    0.00
   26.00  214.08  -25.00  200.00   16.69    0.00    0.00
   27.00  214.12  -25.00  200.00   16.68    0.00    0.00
   28.00  214.18  -25.00  200.00   16.68    0.00    0.00
   29.00  214.19  -25.00  200.00   16.68    0.00    0.00
   30.00  214.22  -25.00  200.00   16.68    0.00    0.00
   31.00  214.26  -25.00  200.00   16.68    0.00    0.00
   32.00  214.29  -25.00  200.00   16.68    0.00    0.00
   33.00  214.31  -25.00  200.00   16.69    0.00    0.00
   34.00  214.33  -25.00  200.00   16.69    0.00    0.00
   35.00  214.33  -25.00  200.00   16.69    0.00    0.00
   36.00  214.33  -25.00  200.00   16.69    0.00    0.00
   37.00  214.35  -25.00  200.00   16.69    0.00    0.00
   38.00  214.39  -25.00  200.00   16.68    0.00    0.00
