 TIME AND WATER SATURATIONS
   TIME   SW( 1)  SW( 2)  SW( 3)  SW( 4)  SW( 5)  SW( 6)  SW( 7)  SW( 8)  SW( 9)  SW(10)  SW(11)  SW(12)  SW(13)  SW(14)  SW(15)  SW(16)  SW(17)  SW(18)  SW(19)  SW(20)  SW(21)  SW(22)  SW(23)  SW(24)  SW(25)  SW(26)  SW(27)  SW(28)  SW(29)  SW(30)  SW(31)  SW(32)  SW(33)  SW(34)  SW(35)  SW(36)  SW(37)  SW(38)  SW(39)  SW(40)  SW(41)  SW(42)  SW(44)  SW(44)  SW(45)  SW(46)  SW(47)  SW(48)  SW(49)  SW(50)  
  209.00  0.8000  0.7998  0.7990  0.7969  0.7927  0.7861  0.7776  0.7687  0.7605  0.7543  0.7504  0.7475  0.7429  0.7361  0.7272  0.7162  0.7034  0.6833  0.5699  0.2252  0.2000  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  210.00  0.8000  0.7998  0.7991  0.7970  0.7929  0.7863  0.7780  0.7690  0.7609  0.7546  0.7506  0.7478  0.7433  0.7367  0.7279  0.7171  0.7046  0.6862  0.5935  0.2423  0.2000  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  211.00  0.8000  0.7998  0.7991  0.7971  0.7930  0.7866  0.7783  0.7694  0.7612  0.7549  0.7507  0.7480  0.7437  0.7373  0.7287  0.7181  0.7057  0.6887  0.6116  0.2654  0.2001  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  212.00  0.8000  0.7998  0.7991  0.7972  0.7932  0.7869  0.7787  0.7698  0.7616  0.7551  0.7509  0.7482  0.7441  0.7378  0.7295  0.7190  0.7068  0.6910  0.6261  0.2924  0.2003  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  213.00  0.8000  0.7999  0.7992  0.7973  0.7934  0.7872  0.7790  0.7702  0.7619  0.7554  0.7511  0.7484  0.7444  0.7384  0.7302  0.7199  0.7079  0.6930  0.6383  0.3220  0.2006  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  214.00  0.8000  0.7999  0.7992  0.7973  0.7935  0.7874  0.7794  0.7705  0.7623  0.7557  0.7513  0.7486  0.7447  0.7389  0.7309  0.7208  0.7090  0.6948  0.6483  0.3539  0.2010  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  215.00  0.8000  0.7999  0.7992  0.7974  0.7937  0.7877  0.7797  0.7709  0.7626  0.7560  0.7515  0.7487  0.7451  0.7394  0.7316  0.7217  0.7100  0.6964  0.6566  0.3876  0.2017  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  216.00  0.8000  0.7999  0.7993  0.7975  0.7938  0.7879  0.7800  0.7713  0.7630  0.7562  0.7517  0.7489  0.7454  0.7399  0.7323  0.7226  0.7111  0.6978  0.6635  0.4225  0.2029  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  217.00  0.8000  0.7999  0.7993  0.7976  0.7940  0.7882  0.7804  0.7716  0.7633  0.7565  0.7518  0.7491  0.7457  0.7404  0.7329  0.7234  0.7121  0.6992  0.6693  0.4581  0.2046  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  218.00  0.8000  0.7999  0.7993  0.7976  0.7941  0.7884  0.7807  0.7720  0.7637  0.7568  0.7520  0.7492  0.7460  0.7408  0.7336  0.7243  0.7131  0.7004  0.6742  0.4939  0.2072  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  219.00  0.8000  0.7999  0.7993  0.7977  0.7943  0.7886  0.7810  0.7724  0.7640  0.7571  0.7522  0.7494  0.7463  0.7413  0.7342  0.7251  0.7141  0.7015  0.6784  0.5290  0.2114  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  220.00  0.8000  0.7999  0.7994  0.7978  0.7944  0.7889  0.7813  0.7727  0.7644  0.7574  0.7525  0.7495  0.7465  0.7417  0.7348  0.7259  0.7151  0.7027  0.6819  0.5598  0.2205  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  221.00  0.8000  0.7999  0.7994  0.7978  0.7946  0.7891  0.7816  0.7731  0.7647  0.7577  0.7527  0.7497  0.7468  0.7421  0.7354  0.7267  0.7160  0.7038  0.6850  0.5856  0.2353  0.2000  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  222.00  0.8000  0.7999  0.7994  0.7979  0.7947  0.7893  0.7820  0.7734  0.7651  0.7580  0.7529  0.7498  0.7470  0.7425  0.7360  0.7274  0.7170  0.7049  0.6877  0.6056  0.2563  0.2001  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  223.00  0.8000  0.7999  0.7994  0.7980  0.7948  0.7896  0.7823  0.7738  0.7654  0.7583  0.7531  0.7500  0.7473  0.7429  0.7366  0.7282  0.7179  0.7060  0.6900  0.6211  0.2822  0.2003  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  224.00  0.8000  0.7999  0.7994  0.7980  0.7950  0.7898  0.7826  0.7742  0.7658  0.7586  0.7533  0.7501  0.7475  0.7433  0.7371  0.7289  0.7188  0.7070  0.6921  0.6340  0.3109  0.2005  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  225.00  0.8000  0.7999  0.7995  0.7981  0.7951  0.7900  0.7829  0.7745  0.7661  0.7589  0.7535  0.7502  0.7477  0.7436  0.7376  0.7296  0.7197  0.7081  0.6940  0.6448  0.3420  0.2008  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  226.00  0.8000  0.7999  0.7995  0.7981  0.7952  0.7902  0.7832  0.7749  0.7665  0.7592  0.7538  0.7504  0.7479  0.7440  0.7382  0.7303  0.7206  0.7091  0.6956  0.6537  0.3751  0.2014  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  227.00  0.8000  0.7999  0.7995  0.7982  0.7953  0.7904  0.7835  0.7752  0.7668  0.7595  0.7540  0.7505  0.7481  0.7443  0.7387  0.7310  0.7214  0.7101  0.6971  0.6610  0.4096  0.2024  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  228.00  0.8000  0.7999  0.7995  0.7983  0.7955  0.7906  0.7838  0.7756  0.7672  0.7598  0.7542  0.7507  0.7483  0.7446  0.7391  0.7317  0.7223  0.7111  0.6984  0.6671  0.4450  0.2039  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  229.00  0.8000  0.7999  0.7995  0.7983  0.7956  0.7908  0.7840  0.7759  0.7675  0.7601  0.7545  0.7508  0.7485  0.7450  0.7396  0.7323  0.7231  0.7121  0.6997  0.6723  0.4808  0.2061  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  230.00  0.8000  0.7999  0.7996  0.7984  0.7957  0.7910  0.7843  0.7762  0.7679  0.7604  0.7547  0.7510  0.7486  0.7453  0.7401  0.7329  0.7239  0.7131  0.7008  0.6768  0.5162  0.2097  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  231.00  0.8000  0.7999  0.7996  0.7984  0.7958  0.7912  0.7846  0.7766  0.7682  0.7607  0.7549  0.7511  0.7488  0.7456  0.7405  0.7336  0.7247  0.7141  0.7019  0.6806  0.5488  0.2167  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  232.00  0.8000  0.7999  0.7996  0.7985  0.7959  0.7914  0.7849  0.7769  0.7686  0.7611  0.7552  0.7513  0.7489  0.7458  0.7410  0.7342  0.7255  0.7150  0.7030  0.6838  0.5767  0.2291  0.2000  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  233.00  0.8000  0.7999  0.7996  0.7985  0.7960  0.7916  0.7851  0.7772  0.7689  0.7614  0.7554  0.7515  0.7491  0.7461  0.7414  0.7348  0.7262  0.7159  0.7041  0.6866  0.5987  0.2479  0.2001  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  234.00  0.8000  0.8000  0.7996  0.7986  0.7961  0.7918  0.7854  0.7776  0.7693  0.7617  0.7557  0.7516  0.7492  0.7464  0.7418  0.7353  0.7270  0.7168  0.7052  0.6891  0.6154  0.2724  0.2002  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  235.00  0.8000  0.8000  0.7996  0.7986  0.7962  0.7920  0.7857  0.7779  0.7696  0.7620  0.7559  0.7518  0.7494  0.7466  0.7422  0.7359  0.7277  0.7177  0.7062  0.6912  0.6293  0.3001  0.2004  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  236.00  0.8000  0.8000  0.7996  0.7986  0.7963  0.7921  0.7859  0.7782  0.7700  0.7623  0.7562  0.7520  0.7495  0.7468  0.7426  0.7364  0.7284  0.7186  0.7072  0.6931  0.6409  0.3304  0.2007  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  237.00  0.8000  0.8000  0.7997  0.7987  0.7964  0.7923  0.7862  0.7785  0.7703  0.7627  0.7565  0.7522  0.7496  0.7471  0.7429  0.7370  0.7291  0.7195  0.7083  0.6948  0.6504  0.3627  0.2012  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  238.00  0.8000  0.8000  0.7997  0.7987  0.7965  0.7925  0.7865  0.7789  0.7707  0.7630  0.7567  0.7523  0.7498  0.7473  0.7433  0.7375  0.7298  0.7203  0.7093  0.6964  0.6583  0.3967  0.2020  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  239.00  0.8000  0.8000  0.7997  0.7988  0.7966  0.7927  0.7867  0.7792  0.7710  0.7633  0.7570  0.7525  0.7499  0.7475  0.7436  0.7380  0.7305  0.7212  0.7102  0.6977  0.6648  0.4318  0.2033  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  240.00  0.8000  0.8000  0.7997  0.7988  0.7967  0.7928  0.7870  0.7795  0.7714  0.7636  0.7573  0.7527  0.7500  0.7477  0.7440  0.7385  0.7311  0.7220  0.7112  0.6990  0.6703  0.4675  0.2052  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  241.00  0.8000  0.8000  0.7997  0.7988  0.7968  0.7930  0.7872  0.7798  0.7717  0.7640  0.7575  0.7529  0.7501  0.7479  0.7443  0.7389  0.7318  0.7228  0.7122  0.7002  0.6750  0.5031  0.2082  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  242.00  0.8000  0.8000  0.7997  0.7989  0.7969  0.7931  0.7874  0.7801  0.7720  0.7643  0.7578  0.7531  0.7502  0.7481  0.7446  0.7394  0.7324  0.7236  0.7131  0.7013  0.6791  0.5375  0.2131  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  243.00  0.8000  0.8000  0.7997  0.7989  0.7970  0.7933  0.7877  0.7804  0.7724  0.7646  0.7581  0.7533  0.7504  0.7483  0.7449  0.7398  0.7330  0.7243  0.7141  0.7023  0.6825  0.5670  0.2237  0.2000  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  244.00  0.8000  0.8000  0.7997  0.7990  0.7970  0.7934  0.7879  0.7807  0.7727  0.7649  0.7583  0.7535  0.7505  0.7484  0.7452  0.7403  0.7336  0.7251  0.7150  0.7034  0.6855  0.5912  0.2401  0.2000  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  245.00  0.8000  0.8000  0.7998  0.7990  0.7971  0.7936  0.7881  0.7810  0.7730  0.7653  0.7586  0.7537  0.7506  0.7486  0.7455  0.7407  0.7342  0.7258  0.7159  0.7044  0.6880  0.6098  0.2626  0.2001  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  246.00  0.8000  0.8000  0.7998  0.7990  0.7972  0.7937  0.7884  0.7813  0.7734  0.7656  0.7589  0.7539  0.7507  0.7487  0.7457  0.7411  0.7347  0.7266  0.7167  0.7054  0.6903  0.6246  0.2892  0.2003  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  247.00  0.8000  0.8000  0.7998  0.7991  0.7973  0.7939  0.7886  0.7816  0.7737  0.7659  0.7592  0.7541  0.7509  0.7489  0.7460  0.7415  0.7353  0.7273  0.7176  0.7065  0.6923  0.6369  0.3186  0.2006  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  248.00  0.8000  0.8000  0.7998  0.7991  0.7973  0.7940  0.7888  0.7819  0.7740  0.7662  0.7595  0.7543  0.7510  0.7490  0.7462  0.7419  0.7358  0.7280  0.7185  0.7075  0.6940  0.6471  0.3502  0.2010  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  249.00  0.8000  0.8000  0.7998  0.7991  0.7974  0.7942  0.7890  0.7822  0.7744  0.7666  0.7598  0.7546  0.7512  0.7491  0.7465  0.7423  0.7364  0.7287  0.7193  0.7084  0.6956  0.6556  0.3837  0.2016  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  250.00  0.8000  0.8000  0.7998  0.7991  0.7975  0.7943  0.7892  0.7825  0.7747  0.7669  0.7600  0.7548  0.7513  0.7493  0.7467  0.7426  0.7369  0.7293  0.7201  0.7094  0.6970  0.6625  0.4184  0.2027  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  251.00  0.8000  0.8000  0.7998  0.7992  0.7976  0.7944  0.7895  0.7828  0.7750  0.7672  0.7603  0.7550  0.7514  0.7494  0.7469  0.7430  0.7374  0.7300  0.7209  0.7104  0.6983  0.6683  0.4539  0.2044  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  252.00  0.8000  0.8000  0.7998  0.7992  0.7976  0.7946  0.7897  0.7830  0.7753  0.7676  0.7606  0.7552  0.7516  0.7495  0.7471  0.7433  0.7378  0.7306  0.7217  0.7113  0.6995  0.6733  0.4897  0.2069  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  253.00  0.8000  0.8000  0.7998  0.7992  0.7977  0.7947  0.7899  0.7833  0.7757  0.7679  0.7609  0.7555  0.7518  0.7496  0.7473  0.7436  0.7383  0.7313  0.7225  0.7122  0.7006  0.6775  0.5248  0.2108  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  254.00  0.8000  0.8000  0.7998  0.7992  0.7978  0.7948  0.7901  0.7836  0.7760  0.7682  0.7612  0.7557  0.7519  0.7497  0.7475  0.7440  0.7388  0.7319  0.7233  0.7132  0.7017  0.6812  0.5562  0.2192  0.2000  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  255.00  0.8000  0.8000  0.7998  0.7993  0.7978  0.7949  0.7903  0.7839  0.7763  0.7685  0.7615  0.7559  0.7521  0.7498  0.7477  0.7443  0.7392  0.7325  0.7240  0.7141  0.7027  0.6843  0.5826  0.2332  0.2000  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  256.00  0.8000  0.8000  0.7999  0.7993  0.7979  0.7951  0.7905  0.7841  0.7766  0.7689  0.7618  0.7562  0.7522  0.7499  0.7479  0.7446  0.7397  0.7331  0.7248  0.7149  0.7037  0.6870  0.6032  0.2535  0.2001  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  257.00  0.8000  0.8000  0.7999  0.7993  0.7979  0.7952  0.7907  0.7844  0.7769  0.7692  0.7621  0.7564  0.7524  0.7500  0.7481  0.7448  0.7401  0.7336  0.7255  0.7158  0.7047  0.6894  0.6191  0.2789  0.2002  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  258.00  0.8000  0.8000  0.7999  0.7993  0.7980  0.7953  0.7908  0.7847  0.7773  0.7695  0.7624  0.7566  0.7526  0.7501  0.7482  0.7451  0.7405  0.7342  0.7262  0.7167  0.7057  0.6914  0.6323  0.3073  0.2005  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  259.00  0.8000  0.8000  0.7999  0.7994  0.7981  0.7954  0.7910  0.7849  0.7776  0.7698  0.7627  0.7569  0.7527  0.7502  0.7484  0.7454  0.7409  0.7347  0.7269  0.7175  0.7067  0.6932  0.6433  0.3380  0.2008  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  260.00  0.8000  0.8000  0.7999  0.7994  0.7981  0.7955  0.7912  0.7852  0.7779  0.7702  0.7630  0.7571  0.7529  0.7503  0.7485  0.7456  0.7413  0.7353  0.7276  0.7183  0.7077  0.6949  0.6524  0.3708  0.2014  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  261.00  0.8000  0.8000  0.7999  0.7994  0.7982  0.7956  0.7914  0.7854  0.7782  0.7705  0.7633  0.7574  0.7531  0.7504  0.7487  0.7459  0.7417  0.7358  0.7283  0.7192  0.7086  0.6964  0.6599  0.4051  0.2023  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
