 PRODUCTION/INJECTION RESULTS
   TIME   PL      QWI     PR       QOP      QWP     WC
  105.00  216.44  -25.00  200.00   16.67    0.00    0.00
  107.50  216.50  -25.00  200.00   16.67    0.00    0.00
  110.00  216.55  -25.00  200.00   16.68    0.00    0.00
  112.50  216.60  -25.00  200.00   16.68    0.00    0.00
  115.00  216.62  -25.00  200.00   16.68    0.00    0.00
  117.50  216.63  -25.00  200.00   16.68    0.00    0.00
  120.00  216.68  -25.00  200.00   16.67    0.00    0.00
  122.50  216.78  -25.00  200.00   16.67    0.00    0.00
  125.00  216.92  -25.00  200.00   16.66    0.00    0.00
  127.50  216.95  -25.00  200.00   16.67    0.00    0.00
  130.00  217.02  -25.00  200.00   16.67    0.00    0.00
  132.50  217.11  -25.00  200.00   16.67    0.00    0.00
  135.00  217.16  -25.00  200.00   16.67    0.00    0.00
  137.50  217.21  -25.00  200.00   16.67    0.00    0.00
  140.00  217.26  -25.00  200.00   16.67    0.00    0.00
  142.50  217.29  -25.00  200.00   16.68    0.00    0.00
  145.00  217.30  -25.00  200.00   16.68    0.00    0.00
  147.50  217.35  -25.00  200.00   16.67    0.00    0.00
  150.00  217.43  -25.00  200.00   16.66    0.00    0.00
  152.50  217.57  -25.00  200.00   16.65    0.00    0.00
  155.00  217.62  -25.00  200.00   16.67    0.00    0.00
  157.50  217.67  -25.00  200.00   16.67    0.00    0.00
  160.00  217.76  -25.00  200.00   16.66    0.00    0.00
  162.50  217.82  -25.00  200.00   16.67    0.00    0.00
  165.00  217.86  -25.00  200.00   16.67    0.00    0.00
  167.50  217.91  -25.00  200.00   16.67    0.00    0.00
  170.00  217.95  -25.00  200.00   16.67    0.00    0.00
  172.50  217.96  -25.00  200.00   16.68    0.00    0.00
  175.00  218.00  -25.00  200.00   16.67    0.00    0.00
  177.50  218.08  -25.00  200.00   16.66    0.00    0.00
  180.00  218.21  -25.00  200.00   16.65    0.00    0.00
  182.50  218.28  -25.00  200.00   16.66    0.00    0.00
  185.00  218.32  -25.00  200.00   16.67    0.00    0.00
  187.50  218.41  -25.00  200.00   16.66    0.00    0.00
  190.00  218.48  -25.00  200.00   16.66    0.00    0.00
  192.50  218.52  -25.00  200.00   16.67    0.00    0.00
  195.00  218.56  -25.00  200.00   16.67    0.00    0.00
  197.50  218.61  -25.00  200.00   16.67    0.00    0.00
  200.00  218.63  -25.00  200.00   16.67    0.00    0.00
  202.50  218.65  -25.00  200.00   16.67    0.00    0.00
  205.00  218.73  -25.00  200.00   16.66    0.00    0.00
  207.50  218.84  -25.00  200.00   16.65    0.00    0.00
  210.00  218.93  -25.00  200.00   16.65    0.00    0.00
  212.50  218.97  -25.00  200.00   16.67    0.00    0.00
  215.00  219.05  -25.00  200.00   16.66    0.00    0.00
  217.50  219.13  -25.00  200.00   16.66    0.00    0.00
  220.00  219.18  -25.00  200.00   16.66    0.00    0.00
  222.50  219.22  -25.00  200.00   16.67    0.00    0.00
  225.00  219.26  -25.00  200.00   16.67    0.00    0.00
  227.50  219.29  -25.00  200.00   16.67    0.00    0.00
  230.00  219.31  -25.00  200.00   16.67    0.00    0.00
  232.50  219.37  -25.00  200.00   16.66    0.00    0.00
  235.00  219.47  -25.00  200.00   16.64    0.00    0.00
  237.50  219.58  -25.00  200.00   16.64    0.00    0.00
  240.00  219.62  -25.00  200.00   16.66    0.00    0.00
  242.50  219.70  -25.00  200.00   16.65    0.00    0.00
  245.00  219.78  -25.00  200.00   16.65    0.00    0.00
  247.50  219.83  -25.00  200.00   16.66    0.00    0.00
  250.00  219.87  -25.00  200.00   16.66    0.00    0.00
  252.50  219.91  -25.00  200.00   16.66    0.00    0.00
  255.00  219.95  -25.00  200.00   16.67    0.00    0.00
  257.50  219.96  -25.00  200.00   16.67    0.00    0.00
  260.00  220.01  -25.00  200.00   16.66    0.00    0.00
  262.50  220.10  -25.00  200.00   16.64    0.00    0.00
  265.00  220.23  -25.00  200.00   16.63    0.00    0.00
  267.50  220.28  -25.00  200.00   16.66    0.00    0.00
  270.00  220.34  -25.00  200.00   16.66    0.00    0.00
  272.50  220.42  -25.00  200.00   16.65    0.00    0.00
  275.00  220.48  -25.00  200.00   16.65    0.00    0.00
  277.50  220.52  -25.00  200.00   16.66    0.00    0.00
  280.00  220.56  -25.00  200.00   16.66    0.00    0.00
  282.50  220.61  -25.00  200.00   16.66    0.00    0.00
  285.00  220.62  -25.00  200.00   16.67    0.00    0.00
  287.50  220.66  -25.00  200.00   16.66    0.00    0.00
  290.00  220.73  -25.00  200.00   16.65    0.00    0.00
  292.50  220.86  -25.00  200.00   16.63    0.00    0.00
  295.00  220.93  -25.00  200.00   16.65    0.00    0.00
  297.50  220.98  -25.00  200.00   16.66    0.00    0.00
  300.00  221.06  -25.00  200.00   16.64    0.00    0.00
  302.50  221.13  -25.00  200.00   16.65    0.00    0.00
  305.00  221.18  -25.00  200.00   16.66    0.00    0.00
  307.50  221.21  -25.00  200.00   16.66    0.00    0.00
  310.00  221.26  -25.00  200.00   16.66    0.00    0.00
  312.50  221.28  -25.00  200.00   16.66    0.00    0.00
  315.00  221.31  -25.00  200.00   16.66    0.00    0.00
  317.50  221.37  -25.00  200.00   16.65    0.00    0.00
  320.00  221.48  -25.00  200.00   16.63    0.00    0.00
  322.50  221.57  -25.00  200.00   16.63    0.00    0.00
  325.00  221.62  -25.00  200.00   16.66    0.00    0.00
  327.50  221.69  -25.00  200.00   16.64    0.00    0.00
  330.00  221.78  -25.00  200.00   16.64    0.00    0.00
  332.50  221.83  -25.00  200.00   16.65    0.00    0.00
  335.00  221.87  -25.00  200.00   16.66    0.00    0.00
  337.50  221.91  -25.00  200.00   16.66    0.00    0.00
  340.00  221.94  -25.00  200.00   16.66    0.00    0.00
  342.50  221.96  -25.00  200.00   16.67    0.00    0.00
  345.00  222.01  -25.00  200.00   16.65    0.00    0.00
  347.50  222.10  -25.00  200.00   16.63    0.00    0.00
  350.00  222.22  -25.00  200.00   16.62    0.00    0.00
  352.50  222.27  -25.00  200.00   16.65    0.00    0.00
  355.00  222.33  -25.00  200.00   16.64    0.00    0.00
  357.50  222.41  -25.00  200.00   16.63    0.00    0.00
  360.00  222.47  -25.00  200.00   16.64    0.00    0.00
  362.50  222.52  -25.00  200.00   16.65    0.00    0.00
  365.00  222.56  -25.00  200.00   16.65    0.00    0.00
  367.50  222.60  -25.00  200.00   16.65    0.00    0.00
  370.00  222.62  -25.00  200.00   16.66    0.00    0.00
  372.50  222.65  -25.00  200.00   16.65    0.00    0.00
  375.00  222.73  -25.00  200.00   16.63    0.00    0.00
  377.50  222.85  -25.00  200.00   16.61    0.00    0.00
  380.00  222.92  -25.00  200.00   16.64    0.00    0.00
  382.50  222.97  -25.00  200.00   16.65    0.00    0.00
  385.00  223.05  -25.00  200.00   16.63    0.00    0.00
  387.50  223.12  -25.00  200.00   16.64    0.00    0.00
  390.00  223.16  -25.00  200.00   16.65    0.00    0.00
  392.50  223.20  -25.00  200.00   16.65    0.00    0.00
  395.00  223.25  -25.00  200.00   16.65    0.00    0.00
  397.50  223.28  -25.00  200.00   16.66    0.00    0.00
  400.00  223.30  -25.00  200.00   16.66    0.00    0.00
