 TIME AND WATER SATURATIONS
   TIME   SW( 1)  SW( 2)  SW( 3)  SW( 4)  SW( 5)  SW( 6)  SW( 7)  SW( 8)  SW( 9)  SW(10)  SW(11)  SW(12)  SW(13)  SW(14)  SW(15)  SW(16)  SW(17)  SW(18)  SW(19)  SW(20)  
  130.00  0.7870  0.7623  0.7413  0.7133  0.5859  0.2072  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000
  140.00  0.7892  0.7665  0.7464  0.7231  0.6796  0.2919  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000
  150.00  0.7910  0.7703  0.7504  0.7312  0.7008  0.4519  0.2010  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000
  160.00  0.7925  0.7737  0.7538  0.7378  0.7116  0.6164  0.2106  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000
  170.00  0.7938  0.7769  0.7571  0.7426  0.7208  0.6821  0.3227  0.2000  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000
  180.00  0.7948  0.7797  0.7604  0.7463  0.7284  0.7008  0.4836  0.2018  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000
  190.00  0.7957  0.7822  0.7637  0.7494  0.7346  0.7107  0.6430  0.2164  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000
  200.00  0.7964  0.7845  0.7668  0.7519  0.7397  0.7191  0.6875  0.3493  0.2001  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000
  210.00  0.7970  0.7864  0.7697  0.7544  0.7436  0.7263  0.7021  0.5130  0.2026  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000
  220.00  0.7975  0.7882  0.7725  0.7570  0.7465  0.7323  0.7108  0.6613  0.2287  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000
  230.00  0.7979  0.7898  0.7752  0.7596  0.7489  0.7372  0.7184  0.6912  0.3761  0.2002  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000
  240.00  0.7983  0.7911  0.7776  0.7622  0.7509  0.7412  0.7250  0.7032  0.5407  0.2042  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000
  250.00  0.7986  0.7923  0.7799  0.7648  0.7528  0.7444  0.7307  0.7110  0.6710  0.2486  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000
  260.00  0.7988  0.7934  0.7819  0.7674  0.7549  0.7468  0.7354  0.7180  0.6939  0.4030  0.2005  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000
  270.00  0.7990  0.7943  0.7838  0.7698  0.7570  0.7487  0.7394  0.7241  0.7041  0.5676  0.2060  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000
  280.00  0.7992  0.7951  0.7856  0.7722  0.7591  0.7504  0.7426  0.7294  0.7112  0.6761  0.2725  0.2000  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000
  290.00  0.7993  0.7957  0.7872  0.7744  0.7613  0.7518  0.7452  0.7340  0.7177  0.6955  0.4301  0.2008  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000
  300.00  0.7994  0.7963  0.7886  0.7765  0.7635  0.7535  0.7472  0.7379  0.7234  0.7046  0.5936  0.2084  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000
  310.00  0.7996  0.7969  0.7899  0.7786  0.7657  0.7552  0.7487  0.7411  0.7285  0.7113  0.6760  0.3011  0.2000  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000
  320.00  0.7996  0.7973  0.7911  0.7804  0.7679  0.7570  0.7500  0.7437  0.7329  0.7174  0.6955  0.4583  0.2012  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000
  330.00  0.7997  0.7977  0.7921  0.7822  0.7700  0.7588  0.7512  0.7459  0.7366  0.7229  0.7045  0.6187  0.2117  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000
  340.00  0.7998  0.7981  0.7930  0.7839  0.7721  0.7607  0.7525  0.7475  0.7398  0.7277  0.7111  0.6801  0.3254  0.2001  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000
  350.00  0.7998  0.7983  0.7939  0.7854  0.7740  0.7626  0.7539  0.7488  0.7425  0.7319  0.7170  0.6967  0.4848  0.2019  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000
  360.00  0.7999  0.7986  0.7946  0.7868  0.7759  0.7645  0.7554  0.7499  0.7446  0.7356  0.7222  0.7048  0.6415  0.2168  0.2000  0.1999  0.2000  0.2000  0.2000  0.2000
  370.00  0.7999  0.7988  0.7953  0.7881  0.7778  0.7665  0.7569  0.7508  0.7465  0.7387  0.7269  0.7110  0.6851  0.3482  0.2001  0.1999  0.2000  0.2000  0.2000  0.2000
  380.00  0.7999  0.7990  0.7959  0.7893  0.7795  0.7684  0.7585  0.7519  0.7478  0.7414  0.7310  0.7167  0.6984  0.5104  0.2027  0.1999  0.2000  0.2000  0.2000  0.2000
  390.00  0.7999  0.7992  0.7964  0.7904  0.7811  0.7702  0.7602  0.7530  0.7489  0.7436  0.7346  0.7218  0.7054  0.6585  0.2270  0.2000  0.2000  0.2000  0.2000  0.2000
  400.00  0.8000  0.7993  0.7969  0.7914  0.7827  0.7721  0.7619  0.7543  0.7498  0.7454  0.7378  0.7263  0.7112  0.6886  0.3721  0.2003  0.2000  0.2000  0.2000  0.2000
