 TIME AND WATER SATURATIONS
   TIME   SW( 1)  SW( 2)  SW( 3)  SW( 4)  SW( 5)  SW( 6)  SW( 7)  SW( 8)  SW( 9)  SW(10)  
  276.00  0.7832  0.7562  0.7330  0.7019  0.6398  0.3411  0.2011  0.1999  0.2000  0.2000
  277.00  0.7833  0.7564  0.7333  0.7025  0.6420  0.3475  0.2012  0.1999  0.2000  0.2000
  278.00  0.7835  0.7566  0.7337  0.7030  0.6442  0.3540  0.2014  0.1999  0.2000  0.2000
  279.00  0.7836  0.7569  0.7340  0.7035  0.6462  0.3605  0.2015  0.1999  0.2000  0.2000
  280.00  0.7838  0.7571  0.7343  0.7041  0.6482  0.3671  0.2016  0.1999  0.2000  0.2000
  281.00  0.7839  0.7573  0.7347  0.7046  0.6501  0.3738  0.2018  0.1999  0.2000  0.2000
  282.00  0.7840  0.7575  0.7350  0.7052  0.6519  0.3806  0.2020  0.2000  0.2000  0.2000
  283.00  0.7842  0.7577  0.7353  0.7057  0.6537  0.3874  0.2022  0.2000  0.2000  0.2000
  284.00  0.7843  0.7580  0.7356  0.7062  0.6554  0.3943  0.2025  0.2000  0.2000  0.2000
  285.00  0.7844  0.7582  0.7360  0.7067  0.6570  0.4012  0.2027  0.2000  0.2000  0.2000
  286.00  0.7846  0.7584  0.7363  0.7072  0.6586  0.4081  0.2030  0.2000  0.2000  0.2000
  287.00  0.7847  0.7586  0.7366  0.7078  0.6601  0.4151  0.2033  0.2000  0.2000  0.2000
  288.00  0.7848  0.7588  0.7369  0.7083  0.6616  0.4221  0.2036  0.2000  0.2000  0.2000
  289.00  0.7849  0.7591  0.7372  0.7088  0.6631  0.4292  0.2039  0.2000  0.2000  0.2000
  290.00  0.7851  0.7593  0.7375  0.7093  0.6645  0.4363  0.2043  0.2000  0.2000  0.2000
  291.00  0.7852  0.7595  0.7378  0.7098  0.6658  0.4434  0.2047  0.2000  0.2000  0.2000
  292.00  0.7853  0.7597  0.7381  0.7103  0.6671  0.4505  0.2051  0.2000  0.2000  0.2000
  293.00  0.7854  0.7599  0.7383  0.7108  0.6684  0.4576  0.2056  0.2000  0.2000  0.2000
  294.00  0.7856  0.7601  0.7386  0.7112  0.6696  0.4647  0.2061  0.2000  0.2000  0.2000
  295.00  0.7857  0.7604  0.7389  0.7117  0.6708  0.4718  0.2067  0.2000  0.2000  0.2000
  296.00  0.7858  0.7606  0.7392  0.7122  0.6720  0.4789  0.2073  0.2000  0.2000  0.2000
  297.00  0.7859  0.7608  0.7395  0.7127  0.6731  0.4860  0.2080  0.2000  0.2000  0.2000
  298.00  0.7860  0.7610  0.7397  0.7132  0.6742  0.4930  0.2088  0.2000  0.2000  0.2000
  299.00  0.7862  0.7612  0.7400  0.7136  0.6753  0.5000  0.2096  0.2000  0.2000  0.2000
  300.00  0.7863  0.7614  0.7403  0.7141  0.6763  0.5070  0.2105  0.2000  0.2000  0.2000
  301.00  0.7864  0.7616  0.7405  0.7145  0.6773  0.5138  0.2116  0.2000  0.2000  0.2000
  302.00  0.7865  0.7618  0.7408  0.7150  0.6783  0.5205  0.2129  0.2000  0.2000  0.2000
  303.00  0.7866  0.7620  0.7411  0.7155  0.6793  0.5269  0.2145  0.2000  0.2000  0.2000
  304.00  0.7867  0.7622  0.7413  0.7159  0.6802  0.5332  0.2162  0.2000  0.2000  0.2000
  305.00  0.7868  0.7625  0.7416  0.7163  0.6811  0.5393  0.2182  0.2000  0.2000  0.2000
  306.00  0.7869  0.7627  0.7418  0.7168  0.6820  0.5452  0.2203  0.2000  0.2000  0.2000
  307.00  0.7870  0.7629  0.7421  0.7172  0.6829  0.5510  0.2227  0.2001  0.2000  0.2000
  308.00  0.7872  0.7631  0.7423  0.7177  0.6837  0.5565  0.2253  0.2001  0.2000  0.2000
  309.00  0.7873  0.7633  0.7426  0.7181  0.6846  0.5619  0.2281  0.2001  0.2000  0.2000
  310.00  0.7874  0.7635  0.7428  0.7185  0.6854  0.5670  0.2311  0.2001  0.2000  0.2000
  311.00  0.7875  0.7637  0.7430  0.7189  0.6862  0.5719  0.2344  0.2001  0.2000  0.2000
  312.00  0.7876  0.7639  0.7433  0.7194  0.6869  0.5767  0.2379  0.2001  0.2000  0.2000
  313.00  0.7877  0.7641  0.7435  0.7198  0.6877  0.5812  0.2417  0.2002  0.2000  0.2000
  314.00  0.7878  0.7643  0.7437  0.7202  0.6884  0.5855  0.2457  0.2002  0.2000  0.2000
  315.00  0.7879  0.7645  0.7440  0.7206  0.6891  0.5896  0.2498  0.2002  0.2000  0.2000
  316.00  0.7880  0.7647  0.7442  0.7210  0.6898  0.5935  0.2542  0.2002  0.2000  0.2000
  317.00  0.7881  0.7649  0.7444  0.7214  0.6905  0.5972  0.2589  0.2003  0.2000  0.2000
  318.00  0.7882  0.7650  0.7446  0.7218  0.6912  0.6008  0.2637  0.2003  0.2000  0.2000
  319.00  0.7883  0.7652  0.7448  0.7222  0.6919  0.6042  0.2687  0.2003  0.2000  0.2000
  320.00  0.7884  0.7654  0.7451  0.7226  0.6925  0.6075  0.2738  0.2004  0.2000  0.2000
  321.00  0.7885  0.7656  0.7453  0.7230  0.6931  0.6107  0.2790  0.2004  0.2000  0.2000
  322.00  0.7886  0.7658  0.7455  0.7234  0.6938  0.6137  0.2844  0.2004  0.2000  0.2000
  323.00  0.7887  0.7660  0.7457  0.7238  0.6944  0.6167  0.2898  0.2005  0.2000  0.2000
  324.00  0.7888  0.7662  0.7459  0.7242  0.6950  0.6196  0.2954  0.2005  0.2000  0.2000
  325.00  0.7889  0.7664  0.7461  0.7245  0.6956  0.6224  0.3011  0.2006  0.2000  0.2000
  326.00  0.7890  0.7666  0.7463  0.7249  0.6961  0.6252  0.3068  0.2007  0.2000  0.2000
  327.00  0.7890  0.7668  0.7465  0.7253  0.6967  0.6278  0.3127  0.2007  0.2000  0.2000
  328.00  0.7891  0.7669  0.7467  0.7257  0.6972  0.6303  0.3187  0.2008  0.2000  0.2000
  329.00  0.7892  0.7671  0.7469  0.7260  0.6978  0.6328  0.3248  0.2009  0.2000  0.2000
  330.00  0.7893  0.7673  0.7471  0.7264  0.6983  0.6352  0.3309  0.2010  0.2000  0.2000
  331.00  0.7894  0.7675  0.7473  0.7267  0.6988  0.6375  0.3372  0.2011  0.2000  0.2000
  332.00  0.7895  0.7677  0.7475  0.7271  0.6994  0.6397  0.3435  0.2012  0.2000  0.2000
  333.00  0.7896  0.7679  0.7477  0.7274  0.6999  0.6418  0.3499  0.2013  0.2000  0.2000
  334.00  0.7897  0.7680  0.7479  0.7278  0.7004  0.6439  0.3563  0.2014  0.2000  0.2000
  335.00  0.7898  0.7682  0.7481  0.7281  0.7008  0.6459  0.3629  0.2016  0.2000  0.2000
  336.00  0.7898  0.7684  0.7483  0.7285  0.7013  0.6479  0.3695  0.2017  0.2000  0.2000
  337.00  0.7899  0.7686  0.7485  0.7288  0.7018  0.6497  0.3762  0.2019  0.2000  0.2000
  338.00  0.7900  0.7688  0.7486  0.7292  0.7023  0.6515  0.3829  0.2021  0.2000  0.2000
  339.00  0.7901  0.7689  0.7488  0.7295  0.7028  0.6532  0.3897  0.2023  0.2000  0.2000
  340.00  0.7902  0.7691  0.7490  0.7298  0.7033  0.6549  0.3965  0.2026  0.2000  0.2000
  341.00  0.7903  0.7693  0.7492  0.7302  0.7037  0.6565  0.4034  0.2028  0.2000  0.2000
  342.00  0.7903  0.7695  0.7494  0.7305  0.7042  0.6581  0.4103  0.2031  0.2000  0.2000
  343.00  0.7904  0.7696  0.7495  0.7308  0.7047  0.6596  0.4173  0.2034  0.2000  0.2000
  344.00  0.7905  0.7698  0.7497  0.7312  0.7051  0.6610  0.4243  0.2037  0.2000  0.2000
  345.00  0.7906  0.7700  0.7499  0.7315  0.7056  0.6624  0.4313  0.2041  0.2000  0.2000
  346.00  0.7907  0.7702  0.7501  0.7318  0.7061  0.6638  0.4383  0.2045  0.2000  0.2000
  347.00  0.7907  0.7703  0.7502  0.7321  0.7065  0.6651  0.4454  0.2049  0.2000  0.2000
  348.00  0.7908  0.7705  0.7504  0.7324  0.7070  0.6664  0.4525  0.2053  0.2000  0.2000
  349.00  0.7909  0.7707  0.7506  0.7327  0.7074  0.6676  0.4595  0.2058  0.2000  0.2000
  350.00  0.7910  0.7708  0.7507  0.7330  0.7079  0.6688  0.4666  0.2063  0.2000  0.2000
  351.00  0.7910  0.7710  0.7509  0.7333  0.7083  0.6700  0.4737  0.2069  0.2000  0.2000
  352.00  0.7911  0.7712  0.7511  0.7336  0.7088  0.6711  0.4807  0.2076  0.2000  0.2000
  353.00  0.7912  0.7714  0.7512  0.7339  0.7092  0.6722  0.4877  0.2083  0.2000  0.2000
  354.00  0.7913  0.7715  0.7514  0.7342  0.7096  0.6733  0.4947  0.2090  0.2000  0.2000
  355.00  0.7913  0.7717  0.7516  0.7345  0.7101  0.6743  0.5017  0.2099  0.2000  0.2000
  356.00  0.7914  0.7719  0.7518  0.7348  0.7105  0.6753  0.5086  0.2108  0.2000  0.2000
  357.00  0.7915  0.7720  0.7519  0.7350  0.7109  0.6763  0.5153  0.2120  0.2000  0.2000
  358.00  0.7916  0.7722  0.7521  0.7353  0.7114  0.6773  0.5219  0.2133  0.2000  0.2000
  359.00  0.7916  0.7723  0.7523  0.7356  0.7118  0.6782  0.5282  0.2149  0.2000  0.2000
  360.00  0.7917  0.7725  0.7524  0.7359  0.7122  0.6791  0.5344  0.2167  0.2001  0.2000
  361.00  0.7918  0.7727  0.7526  0.7361  0.7126  0.6800  0.5404  0.2187  0.2001  0.2000
  362.00  0.7918  0.7728  0.7528  0.7364  0.7130  0.6809  0.5463  0.2209  0.2001  0.2000
  363.00  0.7919  0.7730  0.7529  0.7366  0.7134  0.6817  0.5520  0.2233  0.2001  0.2000
  364.00  0.7920  0.7731  0.7531  0.7369  0.7139  0.6825  0.5575  0.2260  0.2001  0.2000
  365.00  0.7920  0.7733  0.7533  0.7371  0.7143  0.6833  0.5627  0.2288  0.2001  0.2000
  366.00  0.7921  0.7735  0.7535  0.7374  0.7147  0.6841  0.5678  0.2319  0.2001  0.2000
  367.00  0.7922  0.7736  0.7536  0.7376  0.7151  0.6849  0.5726  0.2352  0.2001  0.2000
  368.00  0.7922  0.7738  0.7538  0.7379  0.7155  0.6856  0.5773  0.2388  0.2002  0.2000
  369.00  0.7923  0.7739  0.7540  0.7381  0.7159  0.6863  0.5817  0.2425  0.2002  0.2000
  370.00  0.7924  0.7741  0.7541  0.7384  0.7162  0.6870  0.5860  0.2465  0.2002  0.2000
  371.00  0.7924  0.7742  0.7543  0.7386  0.7166  0.6877  0.5900  0.2507  0.2002  0.2000
  372.00  0.7925  0.7744  0.7545  0.7388  0.7170  0.6884  0.5938  0.2551  0.2003  0.2000
  373.00  0.7926  0.7745  0.7546  0.7391  0.7174  0.6891  0.5975  0.2598  0.2003  0.2000
  374.00  0.7926  0.7747  0.7548  0.7393  0.7178  0.6897  0.6010  0.2646  0.2003  0.2000
  375.00  0.7927  0.7748  0.7550  0.7395  0.7182  0.6904  0.6043  0.2696  0.2004  0.2000
  376.00  0.7927  0.7750  0.7551  0.7397  0.7185  0.6910  0.6076  0.2747  0.2004  0.2000
  377.00  0.7928  0.7751  0.7553  0.7400  0.7189  0.6916  0.6107  0.2799  0.2004  0.2000
  378.00  0.7929  0.7753  0.7555  0.7402  0.7193  0.6922  0.6137  0.2853  0.2005  0.2000
  379.00  0.7929  0.7754  0.7556  0.7404  0.7196  0.6928  0.6167  0.2907  0.2005  0.2000
  380.00  0.7930  0.7756  0.7558  0.7406  0.7200  0.6934  0.6195  0.2963  0.2006  0.2000
  381.00  0.7930  0.7757  0.7560  0.7408  0.7204  0.6939  0.6223  0.3020  0.2006  0.2000
  382.00  0.7931  0.7759  0.7561  0.7410  0.7207  0.6945  0.6250  0.3078  0.2007  0.2000
  383.00  0.7932  0.7760  0.7563  0.7412  0.7211  0.6950  0.6276  0.3136  0.2008  0.2000
  384.00  0.7932  0.7761  0.7565  0.7414  0.7214  0.6955  0.6301  0.3196  0.2008  0.2000
  385.00  0.7933  0.7763  0.7566  0.7416  0.7218  0.6961  0.6325  0.3256  0.2009  0.2000
  386.00  0.7933  0.7764  0.7568  0.7418  0.7221  0.6966  0.6348  0.3318  0.2010  0.2000
  387.00  0.7934  0.7766  0.7570  0.7420  0.7225  0.6971  0.6371  0.3380  0.2011  0.2000
  388.00  0.7934  0.7767  0.7571  0.7422  0.7228  0.6976  0.6393  0.3443  0.2012  0.2000
  389.00  0.7935  0.7768  0.7573  0.7424  0.7232  0.6980  0.6414  0.3507  0.2014  0.2000
  390.00  0.7935  0.7770  0.7575  0.7426  0.7235  0.6985  0.6434  0.3571  0.2015  0.2000
  391.00  0.7936  0.7771  0.7576  0.7428  0.7238  0.6990  0.6454  0.3636  0.2016  0.2000
  392.00  0.7937  0.7773  0.7578  0.7430  0.7242  0.6994  0.6473  0.3702  0.2018  0.2000
  393.00  0.7937  0.7774  0.7580  0.7432  0.7245  0.6999  0.6491  0.3769  0.2020  0.2000
  394.00  0.7938  0.7775  0.7581  0.7434  0.7248  0.7003  0.6509  0.3836  0.2022  0.2000
  395.00  0.7938  0.7777  0.7583  0.7435  0.7251  0.7008  0.6526  0.3903  0.2024  0.2000
  396.00  0.7939  0.7778  0.7584  0.7437  0.7255  0.7012  0.6543  0.3971  0.2026  0.2000
  397.00  0.7939  0.7779  0.7586  0.7439  0.7258  0.7016  0.6559  0.4040  0.2029  0.2000
  398.00  0.7940  0.7781  0.7588  0.7441  0.7261  0.7021  0.6574  0.4109  0.2032  0.2000
  399.00  0.7940  0.7782  0.7589  0.7443  0.7264  0.7025  0.6589  0.4178  0.2035  0.2000
  400.00  0.7941  0.7783  0.7591  0.7444  0.7267  0.7029  0.6604  0.4248  0.2038  0.2000
