TIME,WBHP:A-1H,WBHP:A-2AH,WBHP:A-3H,WBHP:A-5H,WBHP:N-1,WBHP:N-3,WBHP:N-4,WGIR:A-1H,WGIR:A-2AH,WGIR:A-3H,WGIR:A-5H,WGIR:N-1,WGIR:N-3,WGIR:N-4,WGOR:A-1H,WGOR:A-2AH,WGOR:A-3H,WGOR:A-5H,WGOR:N-1,WGOR:N-3,WGOR:N-4,WGPT:A-1H,WGPT:A-2AH,WGPT:A-3H,WGPT:A-5H,WGPT:N-1,WGPT:N-3,WGPT:N-4,WGPR:A-1H,WGPR:A-2AH,WGPR:A-3H,WGPR:A-5H,WGPR:N-1,WGPR:N-3,WGPR:N-4,WOPT:A-1H,WOPT:A-2AH,WOPT:A-3H,WOPT:A-5H,WOPT:N-1,WOPT:N-3,WOPT:N-4,WOPR:A-1H,WOPR:A-2AH,WOPR:A-3H,WOPR:A-5H,WOPR:N-1,WOPR:N-3,WOPR:N-4,WPI1:A-1H,WPI1:A-2AH,WPI1:A-3H,WPI1:A-5H,WPI1:N-1,WPI1:N-3,WPI1:N-4,WWCT:A-1H,WWCT:A-2AH,WWCT:A-3H,WWCT:A-5H,WWCT:N-1,WWCT:N-3,WWCT:N-4,
6087.00,50,50,193.913,66.7311,113.459,50,148.487,0,0,0,0,0,0,0,259.564,537.841,0,0,711.558,801.097,485.679,1.28161e+09,2.34346e+09,0,0,2.72639e+09,3.11601e+09,2.2798e+09,270942,345587,0,0,1.42312e+06,1.37695e+06,971358,1.03774e+07,5.15275e+06,0,0,1.2174e+07,1.21624e+07,1.2174e+07,1043.83,642.546,0,0,2000,1718.83,2000,95.3752,56.9355,0,0,561.134,164.456,1349.63,0.0681516,0.0098091,0,0,0.0331124,0.734569,0.00458826,
6118.00,50,50,193.573,66.6888,111.621,50,147.602,0,0,0,0,0,0,0,263.08,541.608,0,0,726.462,792.644,491.921,1.29005e+09,2.35418e+09,0,0,2.77104e+09,3.1573e+09,2.31014e+09,273093,345895,0,0,1.45292e+06,1.30042e+06,983842,1.04096e+07,5.1726e+06,0,0,1.2236e+07,1.22143e+07,1.2236e+07,1038.06,638.645,0,0,2000,1640.61,2000,95.0036,56.6753,0,0,554.174,164.851,1343.39,0.0689973,0.0104655,0,0,0.0329588,0.734775,0.0046612,
6148.00,50,50,193.243,66.6477,109.824,50,146.745,0,0,0,0,0,0,0,266.486,545.214,0,0,740.451,785.349,497.388,1.29828e+09,2.36456e+09,0,0,2.81512e+09,3.1952e+09,2.33985e+09,275188,346150,0,0,1.4809e+06,1.23796e+06,994776,1.04407e+07,5.19169e+06,0,0,1.2296e+07,1.22624e+07,1.2296e+07,1032.65,634.889,0,0,2000,1576.32,2000,94.6626,56.4283,0,0,547.399,165.407,1337.28,0.0698259,0.0111552,0,0,0.033034,0.734426,0.00473647,
6179.00,50,50,192.901,66.6045,107.955,50,145.855,0,0,0,0,0,0,0,270.018,548.853,0,0,754.383,778.015,502.989,1.30685e+09,2.3753e+09,0,0,2.86152e+09,3.23254e+09,2.37089e+09,277387,346365,0,0,1.50877e+06,1.18051e+06,1.00598e+06,1.04726e+07,5.21131e+06,0,0,1.2358e+07,1.23102e+07,1.2358e+07,1027.29,631.07,0,0,2000,1517.33,2000,94.3442,56.1788,0,0,540.377,166.129,1330.8,0.0706559,0.0118485,0,0,0.03331,0.73363,0.00481093,
6209.00,50,50,192.569,66.5621,106.134,50,144.992,0,0,0,0,0,0,0,273.52,552.42,0,0,767.662,771.269,508.55,1.31521e+09,2.38569e+09,0,0,2.90725e+09,3.26707e+09,2.40126e+09,279570,346574,0,0,1.53532e+06,1.1304e+06,1.0171e+06,1.05033e+07,5.23018e+06,0,0,1.2418e+07,1.23548e+07,1.2418e+07,1022.12,627.375,0,0,2000,1465.64,2000,94.0345,55.9382,0,0,533.531,166.948,1324.82,0.0714544,0.0125022,0,0,0.0337214,0.732574,0.00488101,
6240.00,50,50,192.224,66.518,104.244,50,144.096,0,0,0,0,0,0,0,277.275,556.112,0,0,780.547,764.653,514.134,1.32392e+09,2.39644e+09,0,0,2.95531e+09,3.30125e+09,2.43299e+09,281930,346791,0,0,1.56109e+06,1.08266e+06,1.02827e+06,1.05349e+07,5.24956e+06,0,0,1.248e+07,1.23993e+07,1.248e+07,1016.79,623.6,0,0,2000,1415.88,2000,93.7124,55.6939,0,0,526.367,167.841,1318.8,0.0722685,0.0131608,0,0,0.0343691,0.731302,0.00494555,
6271.00,50,50,191.878,66.4736,102.344,50,143.199,0,0,0,0,0,0,0,281.144,559.788,0,0,792.366,758.77,519.662,1.3327e+09,2.40719e+09,0,0,3.00413e+09,3.33402e+09,2.46507e+09,284369,346984,0,0,1.58473e+06,1.03874e+06,1.03932e+06,1.05663e+07,5.26882e+06,0,0,1.2542e+07,1.24424e+07,1.2542e+07,1011.47,619.85,0,0,2000,1368.98,2000,93.3886,55.4543,0,0,519.024,168.757,1312.77,0.0730723,0.0138056,0,0,0.0352282,0.729845,0.00501368,
6300.00,50,50,191.551,66.4315,100.564,50,142.354,0,0,0,0,0,0,0,284.839,563.248,0,0,802.222,753.354,525.064,1.34099e+09,2.41726e+09,0,0,3.05043e+09,3.36348e+09,2.49539e+09,286677,347149,0,0,1.60444e+06,999729,1.05013e+06,1.05956e+07,5.28674e+06,0,0,1.26e+07,1.24813e+07,1.26e+07,1006.46,616.334,0,0,2000,1327.04,2000,93.0851,55.231,0,0,512.275,169.638,1306.92,0.0738158,0.0144025,0,0,0.0363095,0.728323,0.00508263,
6331.00,50,50,191.2,66.3858,98.64,50,141.449,0,0,0,0,0,0,0,288.837,566.948,0,0,813.009,747.459,530.99,1.34992e+09,2.42802e+09,0,0,3.10054e+09,3.39376e+09,2.52816e+09,289142,347308,0,0,1.62602e+06,959869,1.06198e+06,1.06267e+07,5.30578e+06,0,0,1.2662e+07,1.25217e+07,1.2662e+07,1001.06,612.592,0,0,2000,1284.18,2000,92.7602,54.994,0,0,504.813,170.609,1300.62,0.0746063,0.015032,0,0,0.0378212,0.72656,0.0051542,
6361.00,50,50,190.858,66.3403,96.7581,50,140.567,0,0,0,0,0,0,0,292.772,570.523,0,0,823.428,741.83,536.961,1.35863e+09,2.43844e+09,0,0,3.14969e+09,3.42191e+09,2.56022e+09,291543,347419,0,0,1.64686e+06,923640,1.07392e+06,1.06566e+07,5.32409e+06,0,0,1.2722e+07,1.25596e+07,1.2722e+07,995.803,608.949,0,0,2000,1245.08,2000,92.4476,54.7666,0,0,497.48,171.562,1294.29,0.0753693,0.015631,0,0,0.0396117,0.72475,0.00522962,
6392.00,50,50,190.503,66.292,94.8151,50,139.651,0,0,0,0,0,0,0,296.852,574.2,0,0,832.449,736.125,543.348,1.36772e+09,2.44921e+09,0,0,3.20107e+09,3.44991e+09,2.59374e+09,293973,347490,0,0,1.6649e+06,887852,1.0867e+06,1.06874e+07,5.3429e+06,0,0,1.2784e+07,1.25975e+07,1.2784e+07,990.301,605.172,0,0,2000,1206.12,2000,92.1255,54.5335,0,0,490.123,172.512,1287.64,0.0761586,0.0162396,0,0,0.0417606,0.722867,0.00530385,
6422.00,50,50,190.158,66.2442,92.9361,50,138.758,0,0,0,0,0,0,0,300.79,577.698,0,0,840.223,730.295,549.814,1.37657e+09,2.45964e+09,0,0,3.25129e+09,3.47595e+09,2.62657e+09,296268,347499,0,0,1.68045e+06,854334,1.09963e+06,1.0717e+07,5.36099e+06,0,0,1.2844e+07,1.2633e+07,1.2844e+07,984.967,601.523,0,0,2000,1169.85,2000,91.8153,54.3118,0,0,483.196,173.423,1281.12,0.0769245,0.016822,0,0,0.0439946,0.720994,0.00538061,
6453.00,50,50,189.8,66.1941,90.9977,50,137.834,0,0,0,0,0,0,0,304.77,581.276,0,0,847.234,723.679,556.079,1.3858e+09,2.47041e+09,0,0,3.30364e+09,3.50183e+09,2.66089e+09,298499,347467,0,0,1.69447e+06,820403,1.11216e+06,1.07474e+07,5.37957e+06,0,0,1.2906e+07,1.26686e+07,1.2906e+07,979.425,597.766,0,0,2000,1133.66,2000,91.5009,54.0842,0,0,476.25,174.366,1274.45,0.0777131,0.0174623,0,0,0.0464003,0.719054,0.00546099,
6484.00,50,50,189.441,66.1429,89.063,50,136.904,0,0,0,0,0,0,0,308.75,584.772,0,0,852.692,716.605,562.575,1.39509e+09,2.48118e+09,0,0,3.35638e+09,3.52668e+09,2.6956e+09,300692,347376,0,0,1.70538e+06,787401,1.12515e+06,1.07777e+07,5.39804e+06,0,0,1.2968e+07,1.27031e+07,1.2968e+07,973.902,594.037,0,0,2000,1098.79,2000,91.1886,53.863,0,0,469.648,175.286,1267.64,0.0785036,0.0181868,0,0,0.0488196,0.717174,0.00554517,
6514.00,50,50,189.092,66.0925,87.1996,50,135.998,0,0,0,0,0,0,0,312.584,588.058,0,0,857.019,709.342,568.857,1.40415e+09,2.4916e+09,0,0,3.40769e+09,3.54976e+09,2.72958e+09,302801,347248,0,0,1.71404e+06,756680,1.13771e+06,1.08068e+07,5.4158e+06,0,0,1.3028e+07,1.27355e+07,1.3028e+07,968.704,590.5,0,0,2000,1066.73,2000,90.8912,53.6589,0,0,463.46,176.192,1260.88,0.079255,0.0188658,0,0,0.0511722,0.715377,0.0056284,
6545.00,50,50,188.729,66.0391,85.285,50,135.059,0,0,0,0,0,0,0,316.538,591.435,0,0,861.059,701.351,574.905,1.41357e+09,2.50236e+09,0,0,3.46097e+09,3.57267e+09,2.76507e+09,304957,347108,0,0,1.72212e+06,726288,1.14981e+06,1.08368e+07,5.43404e+06,0,0,1.309e+07,1.2768e+07,1.309e+07,963.415,586.892,0,0,2000,1035.56,2000,90.5888,53.4546,0,0,457.163,177.222,1253.87,0.0800151,0.0195333,0,0,0.0536409,0.713367,0.00571653,
6575.00,50,50,188.378,65.9864,83.4428,50,134.141,0,0,0,0,0,0,0,320.335,594.609,0,0,864.406,693.479,580.704,1.42276e+09,2.51277e+09,0,0,3.51276e+09,3.59396e+09,2.79976e+09,306983,346892,0,0,1.72881e+06,697581,1.16141e+06,1.08656e+07,5.45158e+06,0,0,1.315e+07,1.27986e+07,1.315e+07,958.32,583.394,0,0,2000,1005.91,2000,90.3006,53.2634,0,0,451.22,178.182,1247,0.0807383,0.0201515,0,0,0.0560218,0.711519,0.00580418,
6606.00,50,50,188.013,65.9305,81.5538,50,133.184,0,0,0,0,0,0,0,324.372,597.568,0,0,867.132,684.522,587.004,1.43231e+09,2.52352e+09,0,0,3.56645e+09,3.61505e+09,2.83599e+09,309132,346489,0,0,1.73426e+06,667720,1.17401e+06,1.08952e+07,5.4696e+06,0,0,1.3212e+07,1.28292e+07,1.3212e+07,953.015,579.832,0,0,2000,975.454,2000,90.0002,53.077,0,0,445.238,179.154,1239.69,0.0814852,0.0207652,0,0,0.0584873,0.709715,0.00589815,
6637.00,50,50,187.647,65.8743,79.6803,50,132.214,0,0,0,0,0,0,0,328.682,600.423,0,0,869.019,674.689,593.674,1.44194e+09,2.53425e+09,0,0,3.62028e+09,3.63522e+09,2.87263e+09,311505,346072,0,0,1.73804e+06,638203,1.18735e+06,1.09246e+07,5.48752e+06,0,0,1.3274e+07,1.28589e+07,1.3274e+07,947.74,576.38,0,0,2000,945.922,2000,89.6926,52.8971,0,0,439.422,180.146,1232.28,0.082231,0.0213576,0,0,0.0609538,0.70798,0.00599443,
6665.00,50,50,187.313,65.8228,78.0014,50,131.329,0,0,0,0,0,0,0,332.9,602.759,0,0,870.171,665.248,599.802,1.4507e+09,2.54393e+09,0,0,3.66899e+09,3.65267e+09,2.90608e+09,313929,345551,0,0,1.74034e+06,612218,1.1996e+06,1.09511e+07,5.5036e+06,0,0,1.333e+07,1.2885e+07,1.333e+07,943.014,573.282,0,0,2000,920.285,2000,89.4079,52.7424,0,0,434.339,181.049,1225.42,0.0828917,0.0218767,0,0,0.0631616,0.706462,0.00608324,
6696.00,50,50,186.94,65.7644,76.1572,50,130.346,0,0,0,0,0,0,0,337.931,605.068,0,0,870.685,653.977,606.251,1.46048e+09,2.55463e+09,0,0,3.72296e+09,3.67114e+09,2.9435e+09,316896,344852,0,0,1.74137e+06,584245,1.2125e+06,1.09802e+07,5.52132e+06,0,0,1.3392e+07,1.29131e+07,1.3392e+07,937.751,569.939,0,0,2000,893.372,2000,89.0831,52.5829,0,0,428.86,182.116,1217.82,0.0836006,0.0224349,0,0,0.0655515,0.704652,0.00618256,
6726.00,50,50,186.576,65.7072,74.3881,50,129.389,0,0,0,0,0,0,0,343.127,607.081,0,0,870.506,643.23,612.406,1.47004e+09,2.56497e+09,0,0,3.7752e+09,3.68821e+09,2.98009e+09,319968,344069,0,0,1.74101e+06,558148,1.22481e+06,1.10083e+07,5.53836e+06,0,0,1.3452e+07,1.29394e+07,1.3452e+07,932.505,566.76,0,0,2000,867.726,2000,88.7583,52.4352,0,0,423.667,183.052,1210.45,0.0842769,0.022966,0,0,0.0678074,0.703044,0.00627876,
6757.00,50,50,186.195,65.6485,72.5777,50,128.399,0,0,0,0,0,0,0,348.646,609.017,0,0,869.292,631.87,618.53,1.48002e+09,2.57562e+09,0,0,3.82913e+09,3.70505e+09,3.01828e+09,323176,343203,0,0,1.73858e+06,532271,1.23706e+06,1.10371e+07,5.55587e+06,0,0,1.3514e+07,1.29659e+07,1.3514e+07,926.945,563.536,0,0,2000,842.375,2000,88.4191,52.285,0,0,418.259,184.05,1202.92,0.0849707,0.0235117,0,0,0.0701968,0.701273,0.00638036,
6787.00,50,50,185.825,65.5925,70.8374,50,127.435,0,0,0,0,0,0,0,353.97,610.786,0,0,867.443,619.896,624.496,1.48977e+09,2.5859e+09,0,0,3.88122e+09,3.72058e+09,3.0556e+09,326183,342325,0,0,1.73489e+06,507626,1.24899e+06,1.10648e+07,5.57272e+06,0,0,1.3574e+07,1.29907e+07,1.3574e+07,921.499,560.467,0,0,2000,818.89,2000,88.0928,52.1412,0,0,412.87,185.092,1195.75,0.0856431,0.0240386,0,0,0.0725269,0.699407,0.00647561,
6818.00,50,50,185.442,65.5359,69.0574,50,126.439,0,0,0,0,0,0,0,359.315,612.548,0,0,864.742,607.971,630.275,1.49993e+09,2.59649e+09,0,0,3.93491e+09,3.73588e+09,3.09453e+09,329065,341410,0,0,1.72948e+06,482882,1.26055e+06,1.10933e+07,5.59004e+06,0,0,1.3636e+07,1.30157e+07,1.3636e+07,915.813,557.36,0,0,2000,794.252,2000,87.7637,51.9941,0,0,407.443,186.086,1188.42,0.0863419,0.0245792,0,0,0.0749613,0.697596,0.00657574,
6849.00,50,50,185.057,65.48,67.2869,50,125.437,0,0,0,0,0,0,0,364.379,614.216,0,0,861.506,595.148,636.061,1.51018e+09,2.60706e+09,0,0,3.98841e+09,3.75042e+09,3.13382e+09,331627,340482,0,0,1.72301e+06,459054,1.27212e+06,1.11216e+07,5.60727e+06,0,0,1.3698e+07,1.30399e+07,1.3698e+07,910.117,554.336,0,0,2000,771.328,2000,87.448,51.8497,0,0,402.111,187.27,1181.16,0.0870516,0.0251142,0,0,0.0774681,0.695498,0.00667336,
6879.00,50,50,184.686,65.4264,65.5873,50,124.464,0,0,0,0,0,0,0,369.022,615.834,0,0,857.74,584.286,641.744,1.52017e+09,2.61726e+09,0,0,4.03998e+09,3.76382e+09,3.17218e+09,333822,339609,0,0,1.71548e+06,438301,1.28349e+06,1.11488e+07,5.62385e+06,0,0,1.3758e+07,1.30626e+07,1.3758e+07,904.613,551.461,0,0,2000,750.148,2000,87.1519,51.7114,0,0,397.071,188.401,1174.24,0.0877555,0.0256251,0,0,0.0799153,0.693398,0.00676904,
6910.00,50,50,184.302,65.3708,63.8549,50,123.457,0,0,0,0,0,0,0,373.611,617.531,0,0,852.354,574.082,647.457,1.53055e+09,2.62777e+09,0,0,4.09297e+09,3.77705e+09,3.21218e+09,335849,338715,0,0,1.70471e+06,418322,1.29491e+06,1.11767e+07,5.64089e+06,0,0,1.382e+07,1.30855e+07,1.382e+07,898.928,548.499,0,0,2000,728.68,2000,86.8539,51.57,0,0,392.098,189.607,1167.19,0.0884973,0.0261463,0,0,0.0824669,0.69105,0.00686814,
6940.00,50,50,183.931,65.3167,62.2037,50,122.477,0,0,0,0,0,0,0,377.786,619.242,0,0,845.762,564.069,652.981,1.54066e+09,2.63792e+09,0,0,4.14389e+09,3.78927e+09,3.25122e+09,337538,337856,0,0,1.69152e+06,399422,1.30596e+06,1.12036e+07,5.65729e+06,0,0,1.388e+07,1.3107e+07,1.388e+07,893.463,545.597,0,0,2000,708.108,2000,86.5752,51.4326,0,0,387.546,190.813,1160.35,0.0892283,0.0266445,0,0,0.0849043,0.688715,0.00696722,
6971.00,50,50,183.549,65.2598,60.5271,50,121.465,0,0,0,0,0,0,0,381.93,621.01,0,0,837.677,553.36,658.476,1.55115e+09,2.64838e+09,0,0,4.19605e+09,3.80131e+09,3.2919e+09,339093,336944,0,0,1.67535e+06,380327,1.31695e+06,1.12312e+07,5.67415e+06,0,0,1.3942e+07,1.31286e+07,1.3942e+07,887.841,542.575,0,0,2000,687.305,2000,86.2926,51.2921,0,0,383.095,192.114,1153.31,0.0900001,0.0271514,0,0,0.0873092,0.686277,0.00707171,
7002.00,50,50,183.166,65.2018,58.8819,50,120.448,0,0,0,0,0,0,0,385.991,622.713,0,0,828.012,540.791,664.031,1.56169e+09,2.6588e+09,0,0,4.24765e+09,3.81275e+09,3.33293e+09,340550,335979,0,0,1.65602e+06,360400,1.32806e+06,1.12586e+07,5.69092e+06,0,0,1.4004e+07,1.31495e+07,1.4004e+07,882.275,539.54,0,0,2000,666.432,2000,86.0131,51.1545,0,0,378.946,193.364,1146.25,0.0907835,0.0276499,0,0,0.0895469,0.684209,0.00717785,
7030.00,50,50,182.82,65.1484,57.4278,50,119.527,0,0,0,0,0,0,0,389.708,624.154,0,0,816.916,528.901,669.119,1.57124e+09,2.6682e+09,0,0,4.29367e+09,3.82255e+09,3.37029e+09,341894,335060,0,0,1.63383e+06,342723,1.33824e+06,1.12832e+07,5.70598e+06,0,0,1.406e+07,1.31679e+07,1.406e+07,877.308,536.823,0,0,2000,647.99,2000,85.7601,51.0339,0,0,375.62,194.543,1139.93,0.0914936,0.0280925,0,0,0.0914753,0.682385,0.00727452,
7061.00,50,50,182.438,65.0885,55.8611,50,118.506,0,0,0,0,0,0,0,393.873,625.703,0,0,802.264,515.623,674.641,1.58187e+09,2.67857e+09,0,0,4.3438e+09,3.83284e+09,3.41197e+09,343408,334016,0,0,1.60453e+06,323994,1.34928e+06,1.13103e+07,5.72257e+06,0,0,1.4122e+07,1.31876e+07,1.4122e+07,871.876,533.825,0,0,2000,628.354,2000,85.4811,50.9032,0,0,372.335,195.943,1133.07,0.0922729,0.0285742,0,0,0.0934787,0.680272,0.00738234,
7091.00,50,50,182.067,65.029,54.375,50,117.513,0,0,0,0,0,0,0,397.971,627.112,0,0,789.054,502.398,680.155,1.5922e+09,2.68857e+09,0,0,4.39146e+09,3.84226e+09,3.45265e+09,344908,332958,0,0,1.57811e+06,306612,1.36031e+06,1.13364e+07,5.73853e+06,0,0,1.4182e+07,1.32062e+07,1.4182e+07,866.667,530.939,0,0,2000,610.297,2000,85.2118,50.7803,0,0,369.004,197.391,1126.39,0.0930159,0.0290336,0,0,0.0954379,0.678118,0.00748724,
7122.00,50,50,181.683,64.9666,52.8584,50,116.487,0,0,0,0,0,0,0,402.456,628.531,0,0,777.016,488.551,685.548,1.60292e+09,2.69887e+09,0,0,4.43995e+09,3.85145e+09,3.49501e+09,346644,331836,0,0,1.55403e+06,289259,1.3711e+06,1.13632e+07,5.75494e+06,0,0,1.4244e+07,1.32247e+07,1.4244e+07,861.322,527.954,0,0,2000,592.076,2000,84.9286,50.6554,0,0,365.05,198.929,1119.61,0.0937665,0.0295068,0,0,0.0976432,0.675827,0.00759606,
7152.00,50,50,181.31,64.9054,51.3936,50,115.489,0,0,0,0,0,0,0,406.889,629.908,0,0,767.655,475.319,690.921,1.61335e+09,2.70881e+09,0,0,4.48623e+09,3.85985e+09,3.53633e+09,348375,330732,0,0,1.53531e+06,273415,1.38184e+06,1.13889e+07,5.77073e+06,0,0,1.4304e+07,1.32422e+07,1.4304e+07,856.191,525.048,0,0,2000,575.225,2000,84.6545,50.5367,0,0,360.493,200.46,1113.06,0.0944774,0.0300321,0,0,0.0999604,0.673625,0.00770164,
7183.00,50,50,180.923,64.8415,50,50,114.458,0,0,0,0,0,0,0,411.561,631.251,0,0,759.062,462.893,696.291,1.62418e+09,2.71904e+09,0,0,4.53343e+09,3.86806e+09,3.57936e+09,350190,329556,0,0,1.48744e+06,258392,1.39258e+06,1.14154e+07,5.78695e+06,0,0,1.43659e+07,1.32597e+07,1.4366e+07,850.883,522.067,0,0,1959.58,558.212,2000,84.372,50.4203,0,0,355.406,202.052,1106.31,0.0951931,0.0305706,0,0,0.102665,0.671363,0.00781179,
7214.00,50,50,180.536,64.7762,50,50,113.422,0,0,0,0,0,0,0,416.408,632.467,0,0,777.108,449.758,701.721,1.63507e+09,2.72923e+09,0,0,4.57766e+09,3.8758e+09,3.62273e+09,352092,328320,0,0,1.3726e+06,243425,1.40344e+06,1.14416e+07,5.80308e+06,0,0,1.44234e+07,1.32767e+07,1.4428e+07,845.545,519.11,0,0,1766.29,541.236,2000,84.0874,50.3099,0,0,347.871,203.642,1099.55,0.0958894,0.0310881,0,0,0.107069,0.669318,0.00792309,
7244.00,50,50,180.16,64.712,50,50,112.417,0,0,0,0,0,0,0,421.085,633.534,0,0,796.359,434.827,706.982,1.64567e+09,2.73906e+09,0,0,4.61691e+09,3.88283e+09,3.66502e+09,353887,327072,0,0,1.26501e+06,228195,1.41396e+06,1.14669e+07,5.8186e+06,0,0,1.44732e+07,1.32927e+07,1.4488e+07,840.418,516.266,0,0,1588.49,524.795,2000,83.8183,50.2075,0,0,341.182,205.034,1093,0.0965334,0.0315721,0,0,0.113595,0.668053,0.00803161,
7275.00,50,50,179.771,64.6447,50,50,111.377,0,0,0,0,0,0,0,425.966,634.55,0,0,819.432,421.005,712.209,1.65667e+09,2.74917e+09,0,0,4.6544e+09,3.88965e+09,3.70904e+09,355762,325739,0,0,1.1695e+06,214010,1.42442e+06,1.14929e+07,5.83456e+06,0,0,1.45195e+07,1.33087e+07,1.455e+07,835.187,513.339,0,0,1427.21,508.33,2000,83.5489,50.1055,0,0,334.591,206.555,1086.29,0.0971633,0.0320574,0,0,0.12088,0.666467,0.00815401,
7305.00,50,50,179.387,64.5785,50,50,110.367,0,0,0,0,0,0,0,430.816,635.423,0,0,842.614,407.595,717.371,1.66738e+09,2.75892e+09,0,0,4.68802e+09,3.89585e+09,3.75196e+09,357692,324397,0,0,1.08724e+06,201072,1.43474e+06,1.15178e+07,5.84991e+06,0,0,1.45599e+07,1.33237e+07,1.461e+07,830.266,510.521,0,0,1290.32,493.314,2000,83.3055,50.011,0,0,328.641,208.108,1079.8,0.0977358,0.0325149,0,0,0.127886,0.664785,0.00826976,
7336.00,50,50,179,64.5091,50,50,109.322,0,0,0,0,0,0,0,436.06,636.294,0,0,866.141,393.395,722.614,1.6785e+09,2.76895e+09,0,0,4.72033e+09,3.90185e+09,3.79663e+09,359799,322986,0,0,1.00996e+06,188134,1.44523e+06,1.15435e+07,5.86568e+06,0,0,1.45976e+07,1.33387e+07,1.4672e+07,825.112,507.604,0,0,1166.05,478.232,2000,83.0507,49.9181,0,0,323.072,209.915,1073.12,0.0983054,0.0329746,0,0,0.134493,0.662711,0.00838833,
7367.00,50,50,178.602,64.4385,50,50,108.275,0,0,0,0,0,0,0,441.542,637.089,0,0,890.848,379.254,727.656,1.6897e+09,2.77894e+09,0,0,4.75039e+09,3.90747e+09,3.84161e+09,362019,321521,0,0,940553,176119,1.45531e+06,1.1569e+07,5.88137e+06,0,0,1.46318e+07,1.33533e+07,1.4734e+07,819.897,504.672,0,0,1055.8,464.383,2000,82.7921,49.8289,0,0,317.861,211.891,1066.51,0.0988561,0.0334244,0,0,0.140676,0.660298,0.00850741,
7395.00,50,50,178.245,64.3735,50,50,107.327,0,0,0,0,0,0,0,446.469,637.682,0,0,912.677,366.174,732.11,1.69986e+09,2.78792e+09,0,0,4.77576e+09,3.91223e+09,3.88251e+09,363936,320132,0,0,882322,165807,1.46422e+06,1.15919e+07,5.89545e+06,0,0,1.46599e+07,1.33661e+07,1.479e+07,815.143,502.025,0,0,966.74,452.808,2000,82.5628,49.7511,0,0,313.696,213.849,1060.51,0.0993341,0.033824,0,0,0.145776,0.657789,0.0086157,
7426.00,50,50,177.848,64.3007,50,50,106.275,0,0,0,0,0,0,0,451.734,638.213,0,0,935.82,351.98,736.96,1.71118e+09,2.79782e+09,0,0,4.80203e+09,3.91718e+09,3.92808e+09,365832,318529,0,0,822100,155207,1.47392e+06,1.1617e+07,5.91096e+06,0,0,1.46882e+07,1.33799e+07,1.4852e+07,809.84,499.095,0,0,878.481,440.953,2000,82.3181,49.668,0,0,309.529,216.303,1053.82,0.0998442,0.0342593,0,0,0.150982,0.654484,0.00873982,
7456.00,50,50,177.464,64.2292,50,50,105.252,0,0,0,0,0,0,0,456.615,638.565,0,0,954.558,339.174,741.777,1.72218e+09,2.80734e+09,0,0,4.82571e+09,3.92168e+09,3.97247e+09,367416,316903,0,0,766168,146064,1.48355e+06,1.16412e+07,5.92589e+06,0,0,1.47132e+07,1.3393e+07,1.4912e+07,804.652,496.274,0,0,802.642,430.646,2000,82.0904,49.5912,0,0,306.206,218.736,1047.2,0.100325,0.0346726,0,0,0.155366,0.65108,0.00886362,
7487.00,50,50,177.069,64.1542,50,50,104.19,0,0,0,0,0,0,0,461.302,638.762,0,0,973.188,326.071,746.275,1.7336e+09,2.81714e+09,0,0,4.8485e+09,3.92604e+09,4.01862e+09,368703,315143,0,0,713156,136862,1.49255e+06,1.16661e+07,5.94122e+06,0,0,1.47369e+07,1.34061e+07,1.4974e+07,799.266,493.366,0,0,732.804,419.731,2000,81.8681,49.5154,0,0,303.143,221.416,1040.32,0.10081,0.0350928,0,0,0.159279,0.647302,0.00899645,
7517.00,50,50,176.688,64.0802,50,50,103.149,0,0,0,0,0,0,0,465.554,638.858,0,0,991.059,314.319,750.888,1.74468e+09,2.82656e+09,0,0,4.86906e+09,3.93001e+09,4.06356e+09,369671,313385,0,0,665865,129068,1.50178e+06,1.169e+07,5.95597e+06,0,0,1.47578e+07,1.34186e+07,1.5034e+07,794.046,490.54,0,0,671.873,410.627,2000,81.6632,49.4443,0,0,300.421,224.185,1033.63,0.101282,0.0354927,0,0,0.162567,0.643521,0.00912983,
7548.00,50,50,176.296,64.0032,50,50,102.061,0,0,0,0,0,0,0,469.771,638.924,0,0,1008.93,302.243,756.24,1.75615e+09,2.83624e+09,0,0,4.88889e+09,3.93387e+09,4.1103e+09,370488,311552,0,0,620609,121156,1.51248e+06,1.17145e+07,5.97113e+06,0,0,1.47776e+07,1.34311e+07,1.5096e+07,788.657,487.62,0,0,615.116,400.855,2000,81.4591,49.3722,0,0,297.866,227.186,1026.49,0.10176,0.0358993,0,0,0.165587,0.639509,0.0092748,
7579.00,50,50,175.904,63.9257,50,50,100.959,0,0,0,0,0,0,0,473.86,638.875,0,0,1029.17,288.27,762.36,1.76765e+09,2.84587e+09,0,0,4.90739e+09,3.93747e+09,4.15741e+09,371177,309668,0,0,579918,112243,1.52472e+06,1.17388e+07,5.98619e+06,0,0,1.47957e+07,1.34433e+07,1.5158e+07,783.307,484.709,0,0,563.483,389.367,2000,81.2611,49.3028,0,0,295.329,230.432,1018.96,0.102226,0.0363006,0,0,0.168172,0.635645,0.00942666,
