TIME,WBHP:A-35,WBHP:A-17,WBHP:A-13,WBHP:A-39A,WBHP:A-2AH,WBHP:A-5H,WBHP:A-10,WBHP:A-38,WBHP:A-1H,WGIR:A-35,WGIR:A-17,WGIR:A-13,WGIR:A-39A,WGIR:A-2AH,WGIR:A-5H,WGIR:A-10,WGIR:A-38,WGIR:A-1H,WGOR:A-35,WGOR:A-17,WGOR:A-13,WGOR:A-39A,WGOR:A-2AH,WGOR:A-5H,WGOR:A-10,WGOR:A-38,WGOR:A-1H,WGPT:A-35,WGPT:A-17,WGPT:A-13,WGPT:A-39A,WGPT:A-2AH,WGPT:A-5H,WGPT:A-10,WGPT:A-38,WGPT:A-1H,WGPR:A-35,WGPR:A-17,WGPR:A-13,WGPR:A-39A,WGPR:A-2AH,WGPR:A-5H,WGPR:A-10,WGPR:A-38,WGPR:A-1H,WOPT:A-35,WOPT:A-17,WOPT:A-13,WOPT:A-39A,WOPT:A-2AH,WOPT:A-5H,WOPT:A-10,WOPT:A-38,WOPT:A-1H,WOPR:A-35,WOPR:A-17,WOPR:A-13,WOPR:A-39A,WOPR:A-2AH,WOPR:A-5H,WOPR:A-10,WOPR:A-38,WOPR:A-1H,WPI1:A-35,WPI1:A-17,WPI1:A-13,WPI1:A-39A,WPI1:A-2AH,WPI1:A-5H,WPI1:A-10,WPI1:A-38,WPI1:A-1H,WWCT:A-35,WWCT:A-17,WWCT:A-13,WWCT:A-39A,WWCT:A-2AH,WWCT:A-5H,WWCT:A-10,WWCT:A-38,WWCT:A-1H,
731.00,0,280.282,0,0,226.142,329.771,0,0,208.065,0,0,0,0,0,0,0,0,0,0,101.491,0,0,101.275,0,0,0,102.587,0,4.90589e+06,1.26107e+07,0,1.00571e+08,0,6.80809e+07,0,2.3286e+08,0,79115.9,0,0,163808,0,0,0,417244,0,48291.1,127379,0,995234,0,671258,0,2.38268e+06,0,779.537,0,0,1617.46,0,0,0,4067.22,0,187.417,0,0,42.3098,482.398,0,0,122.982,0,4.08985e-05,0,0,0.389028,0,0,0,0.16566,
762.00,0,289.337,0,0,278.839,308.154,0,0,268.335,0,0,0,0,0,0,0,0,0,0,101.446,0,0,102.117,0,0,0,97.697,0,5.2794e+06,1.26107e+07,0,1.01297e+08,0,6.80809e+07,0,2.34988e+08,0,12048.1,0,0,23358.4,0,0,0,68011.9,0,51972.7,127379,0,1.00233e+06,0,671258,0,2.40453e+06,0,118.764,0,0,228.742,0,0,0,696.152,0,186.55,0,0,41.8033,483.348,0,0,151.842,0,2.79805e-05,0,0,0.391668,0,0,0,0.179394,
793.00,0,280.845,0,0,224.258,332.119,0,0,205.55,0,0,0,0,0,0,0,0,0,0,101.458,0,0,101.18,0,0,0,105.119,0,7.43634e+06,1.26107e+07,0,1.0607e+08,0,6.80809e+07,0,2.47083e+08,0,69579.6,0,0,150043,0,0,0,381362,0,73234.3,127379,0,1.04951e+06,0,671258,0,2.52413e+06,0,685.799,0,0,1482.92,0,0,0,3627.92,0,186.495,0,0,37.3339,486.779,0,0,96.3741,0,0.000130821,0,0,0.456607,0,0,0,0.280705,
821.00,0,278.423,0,0,220.782,330.531,0,0,216.6,0,0,0,0,0,0,0,0,0,0,101.486,0,0,101.131,0,0,0,96.9005,0,9.42515e+06,1.26107e+07,0,1.10214e+08,0,6.80809e+07,0,2.54311e+08,0,70866.7,0,0,144213,0,0,0,250553,0,92833.4,127379,0,1.09047e+06,0,671258,0,2.59954e+06,0,698.293,0,0,1426.01,0,0,0,2585.67,0,171.281,0,0,34.9773,488.779,0,0,86.1782,0,0.00447723,0,0,0.491454,0,0,0,0.347604,
852.00,0,275.59,0,0,216.778,329.119,0,0,213.912,0,0,0,0,0,0,0,0,0,0,101.474,0,0,101.162,0,0,0,97.7113,0,1.16915e+07,1.26107e+07,0,1.14652e+08,0,6.80809e+07,0,2.62011e+08,0,72297.7,0,0,138831,0,0,0,242784,0,115165,127379,0,1.13433e+06,0,671258,0,2.67844e+06,0,712.478,0,0,1372.36,0,0,0,2484.71,0,146.61,0,0,32.4468,490.957,0,0,78.8719,0,0.033377,0,0,0.529996,0,0,0,0.391288,
882.00,0,273.497,0,0,218.967,328.317,0,0,222.27,0,0,0,0,0,0,0,0,0,0,101.44,0,0,101.086,0,0,0,96.367,0,1.39673e+07,1.26107e+07,0,1.18468e+08,0,6.80809e+07,0,2.68022e+08,0,75099.2,0,0,123198,0,0,0,197936,0,137597,127379,0,1.17208e+06,0,671258,0,2.7414e+06,0,740.33,0,0,1218.75,0,0,0,2053.98,0,131.476,0,0,30.0301,493.054,0,0,75.9341,0,0.0613777,0,0,0.568453,0,0,0,0.419899,
913.00,0,275.221,0,0,234.858,325.921,0,0,246.517,0,0,0,0,0,0,0,0,0,0,101.422,0,0,101.031,0,0,0,97.4415,0,1.61246e+07,1.26107e+07,0,1.21316e+08,0,6.80809e+07,0,2.71913e+08,0,68918.3,0,0,88608.1,0,0,0,123354,0,158867,127379,0,1.20027e+06,0,671258,0,2.78138e+06,0,679.521,0,0,877.037,0,0,0,1265.93,0,120.979,0,0,27.5136,494.97,0,0,79.6543,0,0.0865403,0,0,0.608659,0,0,0,0.426874,
943.00,0,275.321,0,0,234.344,312.561,0,0,255.717,0,0,0,0,0,0,0,0,0,0,101.404,0,0,101.03,0,0,0,97.2106,0,1.78855e+07,1.26107e+07,0,1.23892e+08,0,6.80809e+07,0,2.74964e+08,0,58191.4,0,0,85065,0,0,0,100879,0,176230,127379,0,1.22577e+06,0,671258,0,2.81274e+06,0,573.854,0,0,841.976,0,0,0,1037.74,0,114.975,0,0,26.8883,495.604,0,0,84.3686,0,0.108901,0,0,0.619311,0,0,0,0.419931,
974.00,0,274.841,0,0,242.121,315.859,0,0,259.585,0,0,0,0,0,0,0,0,0,0,101.413,0,0,100.998,0,0,0,97.133,0,1.98304e+07,1.26107e+07,0,1.26111e+08,0,6.80809e+07,0,2.77946e+08,0,62148.1,0,0,69760.2,0,0,0,96090.4,0,195409,127379,0,1.24773e+06,0,671258,0,2.84343e+06,0,612.82,0,0,690.708,0,0,0,989.266,0,109.581,0,0,25.3699,497.337,0,0,88.5142,0,0.132404,0,0,0.644112,0,0,0,0.411939,
1005.00,0,274.379,0,0,244.328,312.45,0,0,261.102,0,0,0,0,0,0,0,0,0,0,101.423,0,0,100.961,0,0,0,97.0956,0,2.17761e+07,1.26107e+07,0,1.28114e+08,0,6.80809e+07,0,2.80866e+08,0,62162.6,0,0,63513.6,0,0,0,93674.2,0,214594,127379,0,1.26757e+06,0,671258,0,2.87351e+06,0,612.905,0,0,629.088,0,0,0,964.763,0,105.552,0,0,24.4155,498.397,0,0,89.1666,0,0.155244,0,0,0.660457,0,0,0,0.416598,
1035.00,0,274.177,0,0,246.496,312.09,0,0,263.706,0,0,0,0,0,0,0,0,0,0,101.429,0,0,100.931,0,0,0,97.0933,0,2.36379e+07,1.26107e+07,0,1.29894e+08,0,6.80809e+07,0,2.83462e+08,0,61495.6,0,0,58367.8,0,0,0,85350.6,0,232950,127379,0,1.28521e+06,0,671258,0,2.90024e+06,0,606.292,0,0,578.295,0,0,0,879.058,0,102.127,0,0,23.5763,499.518,0,0,90.3984,0,0.177154,0,0,0.675043,0,0,0,0.423986,
1066.00,0,273.443,0,0,243.952,316.139,0,0,267.185,0,0,0,0,0,0,0,0,0,0,101.433,0,0,100.907,0,0,0,97.1054,0,2.5712e+07,1.26107e+07,0,1.31841e+08,0,6.80809e+07,0,2.85868e+08,0,66152.8,0,0,61581.1,0,0,0,76224.6,0,253398,127379,0,1.3045e+06,0,671258,0,2.92502e+06,0,652.185,0,0,610.279,0,0,0,784.968,0,97.919,0,0,22.6905,500.928,0,0,91.9896,0,0.202605,0,0,0.690028,0,0,0,0.433472,
1096.00,0,271.517,0,0,227.149,318.437,0,0,256.662,0,0,0,0,0,0,0,0,0,0,101.413,0,0,101.061,0,0,0,96.9797,0,2.7799e+07,1.26107e+07,0,1.34384e+08,0,6.80809e+07,0,2.88996e+08,0,68750.1,0,0,84513.7,0,0,0,104946,0,273976,127379,0,1.32968e+06,0,671258,0,2.95725e+06,0,677.919,0,0,836.264,0,0,0,1082.15,0,93.4888,0,0,22.7087,502.063,0,0,78.1427,0,0.229384,0,0,0.689839,0,0,0,0.47401,
1127.00,0,276.103,0,0,290.332,308.194,0,0,289.362,0,0,0,0,0,0,0,0,0,0,101.457,0,0,101.076,0,0,0,97.6243,0,2.97485e+07,1.26107e+07,0,1.34385e+08,0,6.80809e+07,0,2.88997e+08,0,62450.4,0,0,48.2268,0,0,0,88.7101,0,293194,127379,0,1.32969e+06,0,671258,0,2.95727e+06,0,615.534,0,0,0.477136,0,0,0,0.908688,0,90.9463,0,0,6.36287,503.301,0,0,-33.0539,0,0.24069,0,0,0.709009,0,0,0,0.00409543,
1158.00,0,268.125,0,0,276.076,289.489,0,0,271.812,0,0,0,0,0,0,0,0,0,0,101.47,0,0,100.772,0,0,0,97.0494,0,3.20555e+07,1.26107e+07,0,1.34749e+08,0,6.80809e+07,0,2.91508e+08,0,73685,0,0,11563.6,0,0,0,81743.3,0,315931,127379,0,1.3333e+06,0,671258,0,2.98311e+06,0,726.176,0,0,114.75,0,0,0,842.285,0,87.7886,0,0,22.7282,504.059,0,0,135.544,0,0.257457,0,0,0.698197,0,0,0,0.351616,
1186.00,0,267.247,0,0,282.116,293.033,0,0,261.793,0,0,0,0,0,0,0,0,0,0,101.475,0,0,0,0,0,0,96.9298,0,3.39183e+07,1.26107e+07,0,1.34749e+08,0,6.80809e+07,0,2.94135e+08,0,66054.9,0,0,0,0,0,0,89235.1,0,334289,127379,0,1.3333e+06,0,671258,0,3.0102e+06,0,650.949,0,0,0,0,0,0,920.616,0,83.5006,0,0,0,504.023,0,0,90.3831,0,0.274529,0,0,0,0,0,0,0.459745,
1217.00,0,267.839,0,0,282.507,301.364,0,0,248.914,0,0,0,0,0,0,0,0,0,0,101.469,0,0,0,0,0,0,96.8337,0,3.58746e+07,1.26107e+07,0,1.34749e+08,0,6.80809e+07,0,2.97657e+08,0,62505.1,0,0,0,0,0,0,109544,0,353568,127379,0,1.3333e+06,0,671258,0,3.04656e+06,0,616,0,0,0,0,0,0,1131.26,0,78.7519,0,0,0,504.917,0,0,68.9885,0,0.295219,0,0,0,0,0,0,0.53466,
1247.00,0,269.127,0,0,284.188,312.415,0,0,228.893,0,0,0,0,0,0,0,0,0,0,101.451,0,0,100.731,0,0,0,96.7374,0,3.77837e+07,1.26107e+07,0,1.34753e+08,0,6.80809e+07,0,3.02049e+08,0,62933.5,0,0,131.888,0,0,0,138506,0,372383,127379,0,1.33334e+06,0,671258,0,3.09195e+06,0,620.334,0,0,1.30932,0,0,0,1431.78,0,74.1801,0,0,15.8911,506.43,0,0,53.2047,0,0.318273,0,0,0.723485,0,0,0,0.615947,
1250.00,0,268.82,0,0,250.902,313.955,0,0,234.709,0,0,0,0,0,0,0,0,0,0,101.446,0,0,100.468,0,0,0,96.7565,0,3.79731e+07,1.26107e+07,0,1.34918e+08,0,6.80809e+07,0,3.02402e+08,0,63136.8,0,0,55048.2,0,0,0,117813,0,374250,127379,0,1.33498e+06,0,671258,0,3.09561e+06,0,622.368,0,0,547.917,0,0,0,1217.63,0,73.9739,0,0,24.8642,506.326,0,0,54.1448,0,0.319128,0,0,0.682477,0,0,0,0.612245,
1268.00,0,267.113,0,0,246.517,312.514,0,0,235.032,0,0,0,0,0,0,0,0,0,0,101.408,0,0,100.47,0,0,0,96.7794,0,3.91005e+07,1.26107e+07,0,1.3575e+08,0,6.80809e+07,0,3.04441e+08,0,62356.8,0,0,43833.2,0,0,0,111847,0,385367,127379,0,1.34325e+06,0,671258,0,3.11668e+06,0,614.91,0,0,436.282,0,0,0,1155.69,0,71.9405,0,0,19.8176,506.33,0,0,51.6472,0,0.328733,0,0,0.751167,0,0,0,0.633651,
1278.00,0,266.307,0,0,245.647,311.824,0,0,234.637,0,0,0,0,0,0,0,0,0,0,101.389,0,0,100.463,0,0,0,96.7835,0,3.97211e+07,1.26107e+07,0,1.36179e+08,0,6.80809e+07,0,3.05557e+08,0,61960.6,0,0,42777,0,0,0,111609,0,391487,127379,0,1.34753e+06,0,671258,0,3.12821e+06,0,611.115,0,0,425.8,0,0,0,1153.18,0,70.9214,0,0,19.3047,506.501,0,0,51.6287,0,0.333603,0,0,0.757506,0,0,0,0.634512,
1308.00,0,262.574,0,0,238.269,303.564,0,0,226.128,0,0,0,0,0,0,0,0,0,0,101.346,0,0,100.94,0,0,0,97.4893,0,4.15229e+07,1.26107e+07,0,1.37555e+08,0,6.80809e+07,0,3.0933e+08,0,59775.3,0,0,46158.4,0,0,0,128322,0,409263,127379,0,1.36122e+06,0,671258,0,3.16707e+06,0,589.815,0,0,457.283,0,0,0,1316.27,0,68.8673,0,0,19.148,506.607,0,0,52.2324,0,0.342016,0,0,0.757108,0,0,0,0.623082,
1339.00,0,267.61,0,0,231.641,301.923,0,0,266.411,0,0,0,0,0,0,0,0,0,0,101.298,0,0,100.414,0,0,0,98.0802,0,4.26733e+07,1.26107e+07,0,1.39245e+08,0,6.80809e+07,0,3.10528e+08,0,37117.6,0,0,54716.2,0,0,0,37679.9,0,420618,127379,0,1.37797e+06,0,671258,0,3.17925e+06,0,366.419,0,0,544.904,0,0,0,384.174,0,67.0557,0,0,19.3588,506.65,0,0,100.346,0,0.349138,0,0,0.750855,0,0,0,0.436974,
1370.00,0,267.065,0,0,233.163,290.357,0,0,256.048,0,0,0,0,0,0,0,0,0,0,101.274,0,0,101.056,0,0,0,97.3426,0,4.36648e+07,1.26107e+07,0,1.40819e+08,0,6.80809e+07,0,3.12415e+08,0,32015.3,0,0,52068.2,0,0,0,66319.3,0,430407,127379,0,1.39357e+06,0,671258,0,3.1986e+06,0,316.126,0,0,515.239,0,0,0,681.298,0,67.2756,0,0,20.1479,506.107,0,0,72.1615,0,0.346676,0,0,0.737303,0,0,0,0.542975,
1400.00,0,258.209,0,0,211.445,296.956,0,0,230.999,0,0,0,0,0,0,0,0,0,0,101.405,0,0,107.969,0,0,0,98.2079,0,4.51685e+07,1.26107e+07,0,1.43226e+08,0,6.80809e+07,0,3.16243e+08,0,49435.9,0,0,82369.4,0,0,0,129717,0,445248,127379,0,1.41626e+06,0,671258,0,3.23779e+06,0,487.51,0,0,762.902,0,0,0,1320.84,0,64.6134,0,0,20.5507,507.451,0,0,64.116,0,0.365684,0,0,0.726138,0,0,0,0.556929,
1431.00,0,256.114,0,0,201.937,304.682,0,0,247.35,0,0,0,0,0,0,0,0,0,0,101.697,0,0,102.558,0,0,0,97.0639,0,4.67483e+07,1.26107e+07,0,1.4611e+08,0,6.80809e+07,0,3.18588e+08,0,50098.6,0,0,89099.4,0,0,0,72345.6,0,460766,127379,0,1.44323e+06,0,671258,0,3.26196e+06,0,492.624,0,0,868.772,0,0,0,745.34,0,61.0118,0,0,20.1917,508.9,0,0,68.844,0,0.393988,0,0,0.728433,0,0,0,0.555437,
1461.00,0,255.818,0,0,197.819,304.823,0,0,248.866,0,0,0,0,0,0,0,0,0,0,101.492,0,0,101.656,0,0,0,96.9817,0,4.82192e+07,1.26107e+07,0,1.48932e+08,0,6.80809e+07,0,3.2074e+08,0,48347.9,0,0,92759.8,0,0,0,72002.4,0,475246,127379,0,1.47063e+06,0,671258,0,3.28414e+06,0,476.374,0,0,912.491,0,0,0,742.432,0,58.3976,0,0,19.9623,509.849,0,0,71.7111,0,0.416071,0,0,0.729732,0,0,0,0.552258,
1492.00,0,253.097,0,0,195.879,299.193,0,0,246.269,0,0,0,0,0,0,0,0,0,0,104.449,0,0,106.325,0,0,0,96.9166,0,4.98238e+07,1.26107e+07,0,1.51895e+08,0,6.80809e+07,0,3.23145e+08,0,51628.8,0,0,96956.8,0,0,0,78175.6,0,490782,127379,0,1.49888e+06,0,671258,0,3.30895e+06,0,494.298,0,0,911.891,0,0,0,806.628,0,56.4453,0,0,19.8859,510.176,0,0,72.144,0,0.432555,0,0,0.728486,0,0,0,0.551883,
1523.00,0,254.241,0,0,191.8,298.529,0,0,245.024,0,0,0,0,0,0,0,0,0,0,103.623,0,0,107.244,0,0,0,96.9045,0,5.11496e+07,1.26107e+07,0,1.55035e+08,0,6.80809e+07,0,3.25553e+08,0,42825.4,0,0,100895,0,0,0,77395.7,0,503716,127379,0,1.52805e+06,0,671258,0,3.3338e+06,0,413.282,0,0,940.801,0,0,0,798.68,0,54.7442,0,0,19.7508,510.913,0,0,72.0191,0,0.447118,0,0,0.72831,0,0,0,0.554431,
1551.00,0,254.203,0,0,193.17,299.829,0,0,242.465,0,0,0,0,0,0,0,0,0,0,102.292,0,0,103.32,0,0,0,96.9259,0,5.22878e+07,1.26107e+07,0,1.57662e+08,0,6.80809e+07,0,3.27834e+08,0,40291.6,0,0,93238.4,0,0,0,81185.3,0,514829,127379,0,1.55349e+06,0,671258,0,3.35734e+06,0,393.888,0,0,902.425,0,0,0,837.602,0,53.3205,0,0,19.408,511.919,0,0,69.6876,0,0.459718,0,0,0.732843,0,0,0,0.565531,
1582.00,0,254.015,0,0,198.408,298.573,0,0,240.52,0,0,0,0,0,0,0,0,0,0,101.938,0,0,101.655,0,0,0,96.9784,0,5.35072e+07,1.26107e+07,0,1.60202e+08,0,6.80809e+07,0,3.30399e+08,0,39029.1,0,0,82457.4,0,0,0,81693.6,0,526803,127379,0,1.57898e+06,0,671258,0,3.38379e+06,0,382.872,0,0,811.148,0,0,0,842.389,0,51.9969,0,0,18.9056,512.807,0,0,66.2701,0,0.47199,0,0,0.740509,0,0,0,0.583223,
1612.00,0,253.062,0,0,195.007,297.815,0,0,233.471,0,0,0,0,0,0,0,0,0,0,103.729,0,0,106.104,0,0,0,98.4152,0,5.46867e+07,1.26107e+07,0,1.62825e+08,0,6.80809e+07,0,3.33254e+08,0,39174.7,0,0,86958.7,0,0,0,94153.6,0,538248,127379,0,1.6038e+06,0,671258,0,3.41278e+06,0,377.665,0,0,819.559,0,0,0,956.698,0,50.6708,0,0,18.4723,513.612,0,0,60.0773,0,0.484485,0,0,0.74631,0,0,0,0.609215,
1643.00,0,252.613,0,0,196.235,298.202,0,0,224.738,0,0,0,0,0,0,0,0,0,0,103.677,0,0,105.75,0,0,0,102.681,0,5.58514e+07,1.26107e+07,0,1.6534e+08,0,6.80809e+07,0,3.36709e+08,0,37387.8,0,0,80993.3,0,0,0,110146,0,549534,127379,0,1.62793e+06,0,671258,0,3.44656e+06,0,360.62,0,0,765.894,0,0,0,1072.7,0,49.3677,0,0,17.8746,514.616,0,0,54.0011,0,0.497161,0,0,0.755339,0,0,0,0.635324,
1673.00,0,251.266,0,0,202.716,297.501,0,0,220.36,0,0,0,0,0,0,0,0,0,0,104.191,0,0,102.695,0,0,0,104.003,0,5.70219e+07,1.26107e+07,0,1.67338e+08,0,6.80809e+07,0,3.40192e+08,0,38650.5,0,0,67179.3,0,0,0,113740,0,560746,127379,0,1.64802e+06,0,671258,0,3.47973e+06,0,370.957,0,0,654.164,0,0,0,1093.62,0,48.3564,0,0,17.1417,515.549,0,0,50.9939,0,0.506941,0,0,0.767834,0,0,0,0.65114,
1704.00,0,249.157,0,0,229.35,294.726,0,0,217.508,0,0,0,0,0,0,0,0,0,0,102.626,0,0,98.7085,0,0,0,101.717,0,5.83874e+07,1.26107e+07,0,1.68421e+08,0,6.80809e+07,0,3.43771e+08,0,43254.1,0,0,33802.2,0,0,0,111889,0,573827,127379,0,1.65911e+06,0,671258,0,3.51422e+06,0,421.473,0,0,342.445,0,0,0,1100.01,0,47.9999,0,0,16.0188,516.576,0,0,48.7934,0,0.510326,0,0,0.789305,0,0,0,0.664376,
1735.00,0,253.46,0,0,260.487,284.411,0,0,232.679,0,0,0,0,0,0,0,0,0,0,99.7215,0,0,101.06,0,0,0,94.0796,0,5.94095e+07,1.26107e+07,0,1.68535e+08,0,6.80809e+07,0,3.45982e+08,0,33284.3,0,0,3669.58,0,0,0,70153.9,0,584089,127379,0,1.66024e+06,0,671258,0,3.53791e+06,0,333.772,0,0,36.311,0,0,0,745.687,0,48.7273,0,0,14.829,516.925,0,0,50.9733,0,0.504042,0,0,0.8062,0,0,0,0.665998,
1765.00,0,251.319,0,0,266.696,294.757,0,0,211.586,0,0,0,0,0,0,0,0,0,0,99.9378,0,0,0,0,0,0,103.133,0,6.07188e+07,1.26107e+07,0,1.68535e+08,0,6.80809e+07,0,3.49814e+08,0,43012.4,0,0,0,0,0,0,127937,0,597122,127379,0,1.66024e+06,0,671258,0,3.57505e+06,0,430.392,0,0,0,0,0,0,1240.5,0,47.9044,0,0,0,518.849,0,0,45.9852,0,0.512999,0,0,0,0,0,0,0.679881,
1796.00,0,249.85,0,0,266.52,291.736,0,0,212.248,0,0,0,0,0,0,0,0,0,0,101.455,0,0,0,0,0,0,99.6836,0,6.21751e+07,1.26107e+07,0,1.68535e+08,0,6.80809e+07,0,3.53411e+08,0,46510,0,0,0,0,0,0,115036,0,611513,127379,0,1.66024e+06,0,671258,0,3.61121e+06,0,458.429,0,0,0,0,0,0,1154.01,0,46.8122,0,0,0,519.506,0,0,44.4284,0,0.526861,0,0,0,0,0,0,0.689775,
1826.00,0,251.535,0,0,266.813,292.084,0,0,214.5,0,0,0,0,0,0,0,0,0,0,100.627,0,0,0,0,0,0,95.4578,0,6.34385e+07,1.26107e+07,0,1.68535e+08,0,6.80809e+07,0,3.56554e+08,0,41835.6,0,0,0,0,0,0,104879,0,624081,127379,0,1.66024e+06,0,671258,0,3.64416e+06,0,415.75,0,0,0,0,0,0,1098.69,0,45.9771,0,0,0,520.162,0,0,44.6961,0,0.537601,0,0,0,0,0,0,0.689217,
1849.00,0,249.56,0,0,267.383,294.047,0,0,214.525,0,0,0,0,0,0,0,0,0,0,100.817,0,0,0,0,0,0,95.4393,0,6.45221e+07,1.26107e+07,0,1.68535e+08,0,6.80809e+07,0,3.5899e+08,0,46480.3,0,0,0,0,0,0,106292,0,634760,127379,0,1.66024e+06,0,671258,0,3.66967e+06,0,461.036,0,0,0,0,0,0,1113.71,0,45.2197,0,0,0,520.829,0,0,45.0255,0,0.546462,0,0,0,0,0,0,0.685879,
1857.00,0,249.661,0,0,267.564,294.216,0,0,214.579,0,0,0,0,0,0,0,0,0,0,100.605,0,0,0,0,0,0,95.385,0,6.48918e+07,1.26107e+07,0,1.68535e+08,0,6.80809e+07,0,3.59842e+08,0,46140.6,0,0,0,0,0,0,106652,0,638434,127379,0,1.66024e+06,0,671258,0,3.67861e+06,0,458.632,0,0,0,0,0,0,1118.12,0,44.9732,0,0,0,521.043,0,0,45.1506,0,0.549259,0,0,0,0,0,0,0.684565,
1888.00,0,253.041,0,0,267.787,293.899,0,0,208.719,0,0,0,0,0,0,0,0,0,0,100.108,0,0,0,0,0,0,101.71,0,6.61075e+07,1.26107e+07,0,1.68535e+08,0,6.80809e+07,0,3.63778e+08,0,39093,0,0,0,0,0,0,128320,0,650583,127379,0,1.66024e+06,0,671258,0,3.71723e+06,0,390.51,0,0,0,0,0,0,1261.63,0,44.3826,0,0,0,521.748,0,0,45.11,0,0.555621,0,0,0,0,0,0,0.677423,
1917.00,0,259.688,0,0,268.299,293.687,0,0,209.909,0,0,0,0,0,0,0,0,0,0,100.16,0,0,0,0,0,0,96.7678,0,6.68715e+07,1.26107e+07,0,1.68535e+08,0,6.80809e+07,0,3.67245e+08,0,26507,0,0,0,0,0,0,119422,0,658213,127379,0,1.66024e+06,0,671258,0,3.75286e+06,0,264.646,0,0,0,0,0,0,1234.11,0,44.1779,0,0,0,522.313,0,0,45.6033,0,0.557293,0,0,0,0,0,0,0.673266,
1948.00,0,261.181,0,0,264.987,295.447,0,0,213.53,0,0,0,0,0,0,0,0,0,0,100.2,0,0,100.219,0,0,0,93.9951,0,6.76571e+07,1.26107e+07,0,1.68656e+08,0,6.80809e+07,0,3.70645e+08,0,25329.5,0,0,3665.02,0,0,0,110857,0,666054,127379,0,1.66144e+06,0,671258,0,3.78928e+06,0,252.79,0,0,36.5702,0,0,0,1179.39,0,44.0128,0,0,14.0436,522.976,0,0,46.4937,0,0.558098,0,0,0.832119,0,0,0,0.667667,
1978.00,0,260.39,0,0,262.38,293.459,0,0,215.169,0,0,0,0,0,0,0,0,0,0,100.229,0,0,99.9327,0,0,0,94.5845,0,6.84653e+07,1.26107e+07,0,1.68822e+08,0,6.80809e+07,0,3.73939e+08,0,26878.4,0,0,5270.78,0,0,0,111291,0,674118,127379,0,1.66311e+06,0,671258,0,3.82429e+06,0,268.169,0,0,52.7432,0,0,0,1176.63,0,43.8543,0,0,12.8911,523.388,0,0,47.4946,0,0.559087,0,0,0.849641,0,0,0,0.659438,
2009.00,0,265.063,0,0,274.508,313.081,0,0,210.448,0,0,0,0,0,0,0,0,0,0,100.273,0,0,100.05,0,0,0,93.5714,0,6.93287e+07,1.26107e+07,0,1.68841e+08,0,6.80809e+07,0,3.77872e+08,0,27593.3,0,0,595.673,0,0,0,122944,0,682730,127379,0,1.66329e+06,0,671258,0,3.86547e+06,0,275.183,0,0,5.95373,0,0,0,1313.9,0,42.3183,0,0,11.5642,525.844,0,0,45.5951,0,0.571684,0,0,0.862271,0,0,0,0.66821,
2039.00,0,266.928,0,0,272.153,286.176,0,0,236.904,0,0,0,0,0,0,0,0,0,0,100.278,0,0,0,0,0,0,94.3302,0,6.99283e+07,1.26107e+07,0,1.68841e+08,0,6.80809e+07,0,3.8007e+08,0,20157.4,0,0,0,0,0,0,71746.2,0,688710,127379,0,1.66329e+06,0,671258,0,3.88889e+06,0,201.016,0,0,0,0,0,0,760.585,0,43.4278,0,0,0,524.978,0,0,49.6408,0,0.562581,0,0,0,0,0,0,0.65641,
2070.00,0,264.471,0,0,268.502,296.867,0,0,223.331,0,0,0,0,0,0,0,0,0,0,100.308,0,0,99.7421,0,0,0,94.7946,0,7.07283e+07,1.26107e+07,0,1.68953e+08,0,6.80809e+07,0,3.83325e+08,0,25666.6,0,0,3469.28,0,0,0,107710,0,696686,127379,0,1.66442e+06,0,671258,0,3.9233e+06,0,255.877,0,0,34.7825,0,0,0,1136.24,0,42.6587,0,0,11.9345,525.683,0,0,48.8493,0,0.568607,0,0,0.863977,0,0,0,0.652535,
2101.00,0,260.459,0,0,240.8,300.431,0,0,272.059,0,0,0,0,0,0,0,0,0,0,100.334,0,0,99.2424,0,0,0,96.5353,0,7.17435e+07,1.26107e+07,0,1.69674e+08,0,6.80809e+07,0,3.83337e+08,0,32258.4,0,0,21600,0,0,0,784.743,0,706806,127379,0,1.67165e+06,0,671258,0,3.92343e+06,0,321.511,0,0,217.649,0,0,0,8.12908,0,41.2443,0,0,10.4505,525.592,0,0,314.746,0,0.581574,0,0,0.884387,0,0,0,0.00463886,
2131.00,0,260.935,0,0,231.394,294.873,0,0,276.765,0,0,0,0,0,0,0,0,0,0,100.354,0,0,98.9374,0,0,0,0,0,7.26457e+07,1.26107e+07,0,1.70492e+08,0,6.80809e+07,0,3.83337e+08,0,29830.2,0,0,27310.7,0,0,0,0,0,715797,127379,0,1.67991e+06,0,671258,0,3.92343e+06,0,297.25,0,0,276.04,0,0,0,0,0,40.3618,0,0,10.352,525.146,0,0,0,0,0.590477,0,0,0.884197,0,0,0,0,
2145.00,0,261.141,0,0,231.523,292.549,0,275.871,264.361,0,0,0,0,0,0,0,0,0,0,100.36,0,0,99.3068,0,0,0,94.6534,0,7.30434e+07,1.26107e+07,0,1.70867e+08,0,6.80809e+07,0,3.84257e+08,0,28344.4,0,0,27057,0,0,0,66727.1,0,719759,127379,0,1.6837e+06,0,671258,0,3.93312e+06,0,282.427,0,0,272.459,0,0,0,704.962,0,40.0358,0,0,10.4557,523.669,0,0,124.847,0,0.594182,0,0,0.88211,0,0,0,0.402024,
