TIME,WBHP:A-1H,WBHP:A-2AH,WBHP:A-3H,WBHP:A-5H,WGIR:A-1H,WGIR:A-2AH,WGIR:A-3H,WGIR:A-5H,WGOR:A-1H,WGOR:A-2AH,WGOR:A-3H,WGOR:A-5H,WGPT:A-1H,WGPT:A-2AH,WGPT:A-3H,WGPT:A-5H,WGPR:A-1H,WGPR:A-2AH,WGPR:A-3H,WGPR:A-5H,WOPT:A-1H,WOPT:A-2AH,WOPT:A-3H,WOPT:A-5H,WOPR:A-1H,WOPR:A-2AH,WOPR:A-3H,WOPR:A-5H,WPI1:A-1H,WPI1:A-2AH,WPI1:A-3H,WPI1:A-5H,WWCT:A-1H,WWCT:A-2AH,WWCT:A-3H,WWCT:A-5H,
335.00,50,50,282.728,62.6665,0,0,0,0,98.5463,811.48,0,0,5.38581e+08,1.35539e+09,0,0,147183,602033,0,0,1.46807e+06,2.32931e+06,0,0,1493.54,741.895,0,0,756.67,1146.09,0,0,0.000556819,0.00160704,0,0,
349.00,50,50,282.107,62.4271,0,0,0,0,97.8863,804.691,0,0,5.40634e+08,1.36338e+09,0,0,146367,555997,0,0,1.489e+06,2.33926e+06,0,0,1495.28,690.945,0,0,757.086,1155.46,0,0,0.000547699,0.00160062,0,0,
360.00,50,50,281.626,62.2727,0,0,0,0,97.3489,807.195,0,0,5.42239e+08,1.36924e+09,0,0,145676,522009,0,0,1.50545e+06,2.34653e+06,0,0,1496.44,646.696,0,0,757.382,1162.35,0,0,0.000541725,0.00159394,0,0,
365.00,50,50,281.409,62.2173,0,0,0,0,97.069,781.705,0,0,5.42966e+08,1.37179e+09,0,0,145365,508414,0,0,1.51294e+06,2.34978e+06,0,0,1497.54,650.391,0,0,757.561,1171.41,0,0,0.000539346,0.0015871,0,0,
372.00,50,50,281.108,62.1467,0,0,0,0,96.6739,769.074,0,0,5.43981e+08,1.37525e+09,0,0,144921,490163,0,0,1.52343e+06,2.35426e+06,0,0,1499.07,637.342,0,0,757.762,1177.63,0,0,0.000536178,0.0015824,0,0,
396.00,50,50,280.095,61.9982,0,0,0,0,95.3663,695.433,0,0,5.47437e+08,1.38629e+09,0,0,143442,441541,0,0,1.55949e+06,2.3695e+06,0,0,1504.12,634.914,0,0,758.473,1195.11,0,0,0.00052681,0.00157448,0,0,
422.00,50,50,279.039,61.8958,0,0,0,0,93.8749,644.877,0,0,5.51143e+08,1.39711e+09,0,0,141952,399359,0,0,1.59871e+06,2.38588e+06,0,0,1512.14,619.279,0,0,759.301,1216.15,0,0,0.000518043,0.00155942,0,0,
426.00,50,50,278.88,61.8868,0,0,0,0,93.6816,637.079,0,0,5.5171e+08,1.39868e+09,0,0,141760,393721,0,0,1.60477e+06,2.38836e+06,0,0,1513.21,618.01,0,0,759.419,1220.94,0,0,0.000516767,0.00155532,0,0,
427.00,50,50,278.84,61.8812,0,0,0,0,93.6421,645.655,0,0,5.51852e+08,1.39907e+09,0,0,141708,391588,0,0,1.60628e+06,2.38896e+06,0,0,1513.29,606.496,0,0,759.421,1219.91,0,0,0.000516428,0.00155629,0,0,
449.00,50,50,277.981,61.8521,0,0,0,0,92.825,553.898,0,0,5.54957e+08,1.40725e+09,0,0,140785,357864,0,0,1.63962e+06,2.40279e+06,0,0,1516.67,646.082,0,0,759.92,1255.07,0,0,0.000509642,0.0015157,0,0,
453.00,50,50,277.827,61.8488,0,0,0,0,92.6834,541.873,0,0,5.5552e+08,1.40866e+09,0,0,140623,352720,0,0,1.64569e+06,2.40539e+06,0,0,1517.24,650.927,0,0,760.002,1257.88,0,0,0.000508447,0.00151285,0,0,
456.00,50,50,277.713,61.8469,0,0,0,0,92.5765,533.089,0,0,5.55941e+08,1.40971e+09,0,0,140508,348761,0,0,1.65024e+06,2.40736e+06,0,0,1517.75,654.227,0,0,760.063,1259.68,0,0,0.000507562,0.00151136,0,0,
486.00,50,50,276.588,61.8653,0,0,0,0,91.3603,442.515,0,0,5.60138e+08,1.41955e+09,0,0,139517,313335,0,0,1.69594e+06,2.42784e+06,0,0,1527.11,708.078,0,0,760.853,1268.37,0,0,0.000499457,0.00150396,0,0,
487.00,50,50,276.551,61.8621,0,0,0,0,91.3281,435.975,0,0,5.60278e+08,1.41986e+09,0,0,139484,310970,0,0,1.69747e+06,2.42856e+06,0,0,1527.29,713.277,0,0,760.857,1269.24,0,0,0.000499179,0.0015037,0,0,
513.00,50,50,275.605,61.9183,0,0,0,0,90.53,376.704,0,0,5.63896e+08,1.42757e+09,0,0,138944,286132,0,0,1.73729e+06,2.44787e+06,0,0,1534.78,759.566,0,0,761.426,1275.1,0,0,0.000492759,0.00149173,0,0,
517.00,50,50,275.461,61.9289,0,0,0,0,90.3867,368.654,0,0,5.64451e+08,1.4287e+09,0,0,138858,282502,0,0,1.74343e+06,2.45094e+06,0,0,1536.26,766.306,0,0,761.523,1276.15,0,0,0.000491879,0.00148924,0,0,
548.00,50,50,274.363,62.055,0,0,0,0,89.5249,311.743,0,0,5.68745e+08,1.43698e+09,0,0,138247,256374,0,0,1.79122e+06,2.4757e+06,0,0,1544.23,822.39,0,0,762.109,1283.56,0,0,0.000485387,0.00146952,0,0,
578.00,50,50,273.328,62.2528,0,0,0,0,88.9435,266.838,0,0,5.72884e+08,1.44427e+09,0,0,137793,234167,0,0,1.83762e+06,2.50132e+06,0,0,1549.22,877.564,0,0,762.534,1288.87,0,0,0.00047996,0.00145216,0,0,
609.00,50,50,272.288,62.4505,0,0,0,0,88.1618,233.022,0,0,5.77146e+08,1.45128e+09,0,0,137289,221751,0,0,1.88579e+06,2.52988e+06,0,0,1557.24,951.633,0,0,763.057,1292.45,0,0,0.000475526,0.00143261,0,0,
624.00,50,50,271.793,62.5239,0,0,0,0,87.8347,223.338,0,0,5.79203e+08,1.45458e+09,0,0,137052,218924,0,0,1.90918e+06,2.54444e+06,0,0,1560.34,980.238,0,0,763.283,1293.01,0,0,0.000473587,0.0014246,0,0,
625.00,50,50,271.761,62.5262,0,0,0,0,87.8138,222.678,0,0,5.7934e+08,1.4548e+09,0,0,137035,218572,0,0,1.91074e+06,2.54542e+06,0,0,1560.51,981.558,0,0,763.29,1293.13,0,0,0.000473453,0.00142411,0,0,
640.00,50,50,271.27,62.5904,0,0,0,0,87.502,215.306,0,0,5.81393e+08,1.45805e+09,0,0,136836,216048,0,0,1.93418e+06,2.56036e+06,0,0,1563.81,1003.45,0,0,763.512,1293.98,0,0,0.000471707,0.00141636,0,0,
647.00,50,50,271.043,62.6185,0,0,0,0,87.3357,212.535,0,0,5.82351e+08,1.45956e+09,0,0,136730,215225,0,0,1.94514e+06,2.56743e+06,0,0,1565.57,1012.66,0,0,763.628,1294.29,0,0,0.000470966,0.00141301,0,0,
670.00,50,50,270.306,62.7002,0,0,0,0,86.3515,204.793,0,0,5.85487e+08,1.46448e+09,0,0,136048,213164,0,0,1.98127e+06,2.59111e+06,0,0,1575.52,1040.87,0,0,764.272,1295.72,0,0,0.000468176,0.00140227,0,0,
677.00,50,50,270.085,62.7227,0,0,0,0,86.0451,202.238,0,0,5.86439e+08,1.46597e+09,0,0,135833,212085,0,0,1.99232e+06,2.59844e+06,0,0,1578.62,1048.69,0,0,764.472,1296.56,0,0,0.000467139,0.00139883,0,0,
701.00,50,50,269.339,62.7906,0,0,0,0,85.5001,194.97,0,0,5.89693e+08,1.47102e+09,0,0,135443,209769,0,0,2.03029e+06,2.624e+06,0,0,1584.12,1075.9,0,0,764.854,1298.6,0,0,0.000464065,0.0013874,0,0,
731.00,50,50,268.43,62.845,0,0,0,0,85.0811,188.767,0,0,5.93748e+08,1.47729e+09,0,0,135011,208543,0,0,2.07787e+06,2.65681e+06,0,0,1586.85,1104.76,0,0,765.144,1300.18,0,0,0.000461104,0.00137495,0,0,
762.00,50,50,267.52,62.8735,0,0,0,0,84.5578,183.455,0,0,5.97924e+08,1.48373e+09,0,0,134469,206836,0,0,2.12711e+06,2.69147e+06,0,0,1590.27,1127.45,0,0,765.486,1301.96,0,0,0.000458665,0.00136314,0,0,
793.00,50,50,266.637,62.885,0,0,0,0,84.0381,179.721,0,0,6.02084e+08,1.49012e+09,0,0,133984,205731,0,0,2.17649e+06,2.72675e+06,0,0,1594.33,1144.73,0,0,765.823,1303.33,0,0,0.000456667,0.00135264,0,0,
821.00,50,50,265.857,62.883,0,0,0,0,83.6513,176.274,0,0,6.05828e+08,1.49585e+09,0,0,133533,203445,0,0,2.22116e+06,2.75897e+06,0,0,1596.3,1154.14,0,0,766.069,1304.96,0,0,0.000455079,0.00134408,0,0,
852.00,50,50,265.01,62.8787,0,0,0,0,83.262,170.788,0,0,6.09959e+08,1.5021e+09,0,0,133065,199671,0,0,2.27068e+06,2.79504e+06,0,0,1598.15,1169.12,0,0,766.317,1307.56,0,0,0.000453431,0.00133395,0,0,
882.00,50,50,264.209,62.8717,0,0,0,0,83.0182,166.854,0,0,6.13944e+08,1.50804e+09,0,0,132627,197057,0,0,2.31862e+06,2.83034e+06,0,0,1597.56,1181.01,0,0,766.469,1309.37,0,0,0.000451851,0.00132492,0,0,
913.00,50,50,263.397,62.8597,0,0,0,0,82.7657,163.462,0,0,6.18046e+08,1.5141e+09,0,0,132104,194473,0,0,2.36812e+06,2.86711e+06,0,0,1596.12,1189.71,0,0,766.624,1311.1,0,0,0.00045013,0.00131658,0,0,
943.00,50,50,262.625,62.8481,0,0,0,0,82.4561,160.093,0,0,6.22e+08,1.51988e+09,0,0,131571,191677,0,0,2.41599e+06,2.90292e+06,0,0,1595.65,1197.29,0,0,766.822,1312.83,0,0,0.000448395,0.00130874,0,0,
974.00,50,50,261.839,62.8295,0,0,0,0,82.1992,157.727,0,0,6.26069e+08,1.52579e+09,0,0,131069,190167,0,0,2.46545e+06,2.94018e+06,0,0,1594.52,1205.67,0,0,766.988,1313.95,0,0,0.00044653,0.00130207,0,0,
1005.00,50,50,261.062,62.8035,0,0,0,0,82.014,156.019,0,0,6.30123e+08,1.53166e+09,0,0,130550,188809,0,0,2.51483e+06,2.97765e+06,0,0,1591.8,1210.17,0,0,767.107,1314.79,0,0,0.000444584,0.00129797,0,0,
1035.00,50,50,260.319,62.7741,0,0,0,0,81.7189,153.91,0,0,6.34031e+08,1.5373e+09,0,0,130033,186948,0,0,2.56256e+06,3.01403e+06,0,0,1591.22,1214.65,0,0,767.305,1315.95,0,0,0.000442653,0.00129506,0,0,
1066.00,50,50,259.563,62.738,0,0,0,0,81.4477,151.751,0,0,6.38054e+08,1.54306e+09,0,0,129563,184823,0,0,2.61188e+06,3.05176e+06,0,0,1590.75,1217.94,0,0,767.495,1317.18,0,0,0.000440658,0.0012929,0,0,
