TIME,WBHP:A-1H,WBHP:A-2AH,WBHP:A-3H,WBHP:A-5H,WGIR:A-1H,WGIR:A-2AH,WGIR:A-3H,WGIR:A-5H,WGOR:A-1H,WGOR:A-2AH,WGOR:A-3H,WGOR:A-5H,WGPT:A-1H,WGPT:A-2AH,WGPT:A-3H,WGPT:A-5H,WGPR:A-1H,WGPR:A-2AH,WGPR:A-3H,WGPR:A-5H,WOPT:A-1H,WOPT:A-2AH,WOPT:A-3H,WOPT:A-5H,WOPR:A-1H,WOPR:A-2AH,WOPR:A-3H,WOPR:A-5H,WPI1:A-1H,WPI1:A-2AH,WPI1:A-3H,WPI1:A-5H,WWCT:A-1H,WWCT:A-2AH,WWCT:A-3H,WWCT:A-5H,
7945.00,50,50,182.834,66.4124,0,0,0,0,368.839,142.842,0,0,1.88407e+09,2.07826e+09,0,0,335653,97152.1,0,0,1.26578e+07,7.48195e+06,0,0,910.025,680.138,0,0,84.9677,64.1581,0,0,0.108668,0.0312533,0,0,
7975.00,50,50,182.575,66.3833,0,0,0,0,371.211,143.364,0,0,1.89416e+09,2.08117e+09,0,0,336734,97294.6,0,0,1.2685e+07,7.50232e+06,0,0,907.123,678.654,0,0,84.8413,64.1062,0,0,0.109003,0.0313637,0,0,
8006.00,50,50,182.308,66.3529,0,0,0,0,373.639,143.895,0,0,1.90462e+09,2.08419e+09,0,0,337814,97436.9,0,0,1.27131e+07,7.52333e+06,0,0,904.117,677.141,0,0,84.7122,64.054,0,0,0.109347,0.0314747,0,0,
8036.00,50,50,182.049,66.3234,0,0,0,0,375.965,144.38,0,0,1.91477e+09,2.08712e+09,0,0,338828,97554.6,0,0,1.27401e+07,7.54362e+06,0,0,901.222,675.681,0,0,84.5884,64.0065,0,0,0.109679,0.0315781,0,0,
8067.00,50,50,181.78,66.2933,0,0,0,0,378.296,144.897,0,0,1.92529e+09,2.09014e+09,0,0,339800,97691,0,0,1.2768e+07,7.56454e+06,0,0,898.239,674.21,0,0,84.4637,63.9576,0,0,0.110018,0.031682,0,0,
8098.00,50,50,181.513,66.2638,0,0,0,0,380.744,145.431,0,0,1.93585e+09,2.09318e+09,0,0,340865,97837.3,0,0,1.27958e+07,7.58542e+06,0,0,895.26,672.739,0,0,84.3341,63.908,0,0,0.110365,0.0317831,0,0,
8126.00,50,50,181.271,66.2372,0,0,0,0,382.969,145.915,0,0,1.94541e+09,2.09592e+09,0,0,341841,97969.4,0,0,1.28208e+07,7.60423e+06,0,0,892.609,671.414,0,0,84.2168,63.8635,0,0,0.110679,0.0318723,0,0,
8157.00,50,50,181.002,66.2077,0,0,0,0,385.49,146.451,0,0,1.95602e+09,2.09896e+09,0,0,342959,98117.2,0,0,1.28485e+07,7.62502e+06,0,0,889.671,669.966,0,0,84.0852,63.8149,0,0,0.111025,0.0319687,0,0,
8187.00,50,50,180.741,66.1793,0,0,0,0,387.879,146.96,0,0,1.96633e+09,2.1019e+09,0,0,343988,98252.7,0,0,1.28751e+07,7.64509e+06,0,0,886.845,668.569,0,0,83.9599,63.769,0,0,0.11136,0.0320595,0,0,
8218.00,50,50,180.473,66.1501,0,0,0,0,390.446,147.476,0,0,1.97701e+09,2.10495e+09,0,0,345122,98390.6,0,0,1.29025e+07,7.66579e+06,0,0,883.918,667.163,0,0,83.8269,63.7228,0,0,0.111708,0.0321508,0,0,
8248.00,50,50,180.212,66.122,0,0,0,0,392.897,147.958,0,0,1.98739e+09,2.1079e+09,0,0,346181,98511.1,0,0,1.2929e+07,7.68579e+06,0,0,881.099,665.805,0,0,83.6989,63.6801,0,0,0.112048,0.0322364,0,0,
8279.00,50,50,179.943,66.0929,0,0,0,0,395.455,148.438,0,0,1.99814e+09,2.11096e+09,0,0,347285,98628.9,0,0,1.29563e+07,7.7064e+06,0,0,878.192,664.443,0,0,83.566,63.6376,0,0,0.112402,0.0323225,0,0,
8310.00,50,50,179.673,66.0639,0,0,0,0,397.995,148.912,0,0,2.00892e+09,2.11402e+09,0,0,348366,98742.1,0,0,1.29835e+07,7.72697e+06,0,0,875.303,663.089,0,0,83.4338,63.5959,0,0,0.112758,0.032407,0,0,
8340.00,50,50,179.411,66.0358,0,0,0,0,400.454,149.37,0,0,2.01939e+09,2.11698e+09,0,0,349402,98849.3,0,0,1.30097e+07,7.74684e+06,0,0,872.515,661.773,0,0,83.3056,63.556,0,0,0.113106,0.0324873,0,0,
8343.00,50,50,179.385,66.033,0,0,0,0,400.713,149.416,0,0,2.02044e+09,2.11728e+09,0,0,349516,98861.5,0,0,1.30123e+07,7.74883e+06,0,0,872.234,661.651,0,0,83.2925,63.552,0,0,0.113141,0.0324953,0,0,
8353.00,50,50,179.298,66.0237,0,0,0,0,401.512,149.567,0,0,2.02394e+09,2.11827e+09,0,0,349838,98894.6,0,0,1.3021e+07,7.75544e+06,0,0,871.302,661.208,0,0,83.2505,63.539,0,0,0.113258,0.0325216,0,0,
8371.00,50,50,179.141,66.007,0,0,0,0,402.916,149.837,0,0,2.03024e+09,2.12005e+09,0,0,350387,98957.8,0,0,1.30367e+07,7.76734e+06,0,0,869.628,660.436,0,0,83.1765,63.5157,0,0,0.113467,0.0325688,0,0,
8401.00,50,50,178.879,65.9795,0,0,0,0,405.123,150.282,0,0,2.04077e+09,2.12302e+09,0,0,351171,99059,0,0,1.30627e+07,7.78713e+06,0,0,866.826,659.153,0,0,83.0571,63.4777,0,0,0.113821,0.0326458,0,0,
8432.00,50,50,178.61,65.9515,0,0,0,0,407.273,150.744,0,0,2.05167e+09,2.12609e+09,0,0,351858,99168.4,0,0,1.30895e+07,7.80754e+06,0,0,863.938,657.858,0,0,82.9382,63.4389,0,0,0.11419,0.0327235,0,0,
8463.00,50,50,178.342,65.9236,0,0,0,0,409.378,151.208,0,0,2.06258e+09,2.12917e+09,0,0,352491,99278,0,0,1.31162e+07,7.82791e+06,0,0,861.042,656.566,0,0,82.8197,63.4005,0,0,0.11457,0.0327997,0,0,
8490.00,50,50,178.108,65.8991,0,0,0,0,411.181,151.611,0,0,2.07211e+09,2.13185e+09,0,0,353017,99372.1,0,0,1.31395e+07,7.84562e+06,0,0,858.544,655.443,0,0,82.7171,63.3675,0,0,0.114907,0.0328649,0,0,
