TIME,WBHP:A-1H,WBHP:A-2AH,WBHP:A-3H,WBHP:A-5H,WBHP:N-1,WBHP:N-3,WBHP:N-4,WGIR:A-1H,WGIR:A-2AH,WGIR:A-3H,WGIR:A-5H,WGIR:N-1,WGIR:N-3,WGIR:N-4,WGOR:A-1H,WGOR:A-2AH,WGOR:A-3H,WGOR:A-5H,WGOR:N-1,WGOR:N-3,WGOR:N-4,WGPT:A-1H,WGPT:A-2AH,WGPT:A-3H,WGPT:A-5H,WGPT:N-1,WGPT:N-3,WGPT:N-4,WGPR:A-1H,WGPR:A-2AH,WGPR:A-3H,WGPR:A-5H,WGPR:N-1,WGPR:N-3,WGPR:N-4,WOPT:A-1H,WOPT:A-2AH,WOPT:A-3H,WOPT:A-5H,WOPT:N-1,WOPT:N-3,WOPT:N-4,WOPR:A-1H,WOPR:A-2AH,WOPR:A-3H,WOPR:A-5H,WOPR:N-1,WOPR:N-3,WOPR:N-4,WPI1:A-1H,WPI1:A-2AH,WPI1:A-3H,WPI1:A-5H,WPI1:N-1,WPI1:N-3,WPI1:N-4,WWCT:A-1H,WWCT:A-2AH,WWCT:A-3H,WWCT:A-5H,WWCT:N-1,WWCT:N-3,WWCT:N-4,
647.00,68.2657,77.8764,307.697,125.218,268.518,272.181,274.871,0,0,0,0,0,0,0,353.443,1905.36,0,0,90.7092,91.6663,88.823,3.45897e+08,5.66171e+08,0,0,1.18347e+08,1.20131e+08,1.1566e+08,1.06033e+06,2.85804e+06,0,0,181418,183333,177646,1.941e+06,970500,0,0,1.294e+06,1.294e+06,1.294e+06,3000,1500,0,0,2000,2000,2000,137.04,53.7472,0,0,1054.76,1348.8,1964.42,0.000737623,0.00161907,0,0,0.0322462,0.000125178,9.37489e-05,
670.00,54.1541,63.6275,307.597,115.231,267.659,271.447,274.187,0,0,0,0,0,0,0,383.952,1998.22,0,0,90.6787,91.6014,88.8003,3.71586e+08,6.33889e+08,0,0,1.22519e+08,1.24345e+08,1.19745e+08,1.15186e+06,2.99734e+06,0,0,181357,183203,177601,2.01e+06,1.005e+06,0,0,1.34e+06,1.34e+06,1.34e+06,3000,1500,0,0,2000,2000,2000,127.021,49.3884,0,0,1053.59,1349.07,1965.24,0.000849861,0.00187445,0,0,0.0331751,0.000128552,9.67282e-05,
677.00,50,59.1086,307.566,112.16,267.401,271.225,273.983,0,0,0,0,0,0,0,391.913,2021.74,0,0,90.6697,91.5821,88.7937,3.79726e+08,6.55054e+08,0,0,1.23788e+08,1.25628e+08,1.20988e+08,1.16053e+06,3.03261e+06,0,0,181339,183164,177587,2.03086e+06,1.0155e+06,0,0,1.354e+06,1.354e+06,1.354e+06,2961.2,1500,0,0,2000,2000,2000,123.757,48.1017,0,0,1053.23,1349.15,1965.49,0.000891192,0.00196099,0,0,0.0334595,0.00012957,9.76258e-05,
701.00,50,50,307.458,101.312,266.524,270.469,273.294,0,0,0,0,0,0,0,363.931,2135.5,0,0,90.6388,91.5173,88.7717,4.01663e+08,7.26918e+08,0,0,1.28139e+08,1.30022e+08,1.2525e+08,762615,2.83387e+06,0,0,181278,183035,177543,2.08814e+06,1.05007e+06,0,0,1.402e+06,1.402e+06,1.402e+06,2095.5,1327.03,0,0,2000,2000,2000,120.828,44.2383,0,0,1051.91,1349.45,1966.31,0.000936719,0.0022426,0,0,0.0344379,0.000133044,0.000100671,
731.00,50,50,307.32,89.1495,265.445,269.532,272.449,0,0,0,0,0,0,0,290.985,2278.04,0,0,90.5999,91.44,88.7453,4.18751e+08,8.01351e+08,0,0,1.33576e+08,1.3551e+08,1.30575e+08,457995,2.26108e+06,0,0,181200,182880,177491,2.14109e+06,1.08361e+06,0,0,1.462e+06,1.462e+06,1.462e+06,1573.95,992.555,0,0,2000,2000,2000,121.885,41.4985,0,0,1050.19,1349.84,1967.38,0.000947896,0.00244326,0,0,0.035683,0.000137355,0.000104451,
762.00,50,50,307.174,81.094,264.343,268.573,271.588,0,0,0,0,0,0,0,233.45,2363.87,0,0,90.5611,91.3645,88.7192,4.29665e+08,8.63607e+08,0,0,1.39192e+08,1.41177e+08,1.36077e+08,285827,1.83859e+06,0,0,181122,182729,177438,2.18339e+06,1.11031e+06,0,0,1.524e+06,1.524e+06,1.524e+06,1224.36,777.787,0,0,2000,2000,2000,123.551,39.7804,0,0,1048.46,1350.26,1968.42,0.000953191,0.00258224,0,0,0.0369558,0.000141768,0.000108297,
793.00,50,50,307.024,75.3871,263.26,267.624,270.736,0,0,0,0,0,0,0,171.799,2404.94,0,0,90.5252,91.2938,88.6918,4.36359e+08,9.14706e+08,0,0,1.44806e+08,1.46839e+08,1.41576e+08,173624,1.51873e+06,0,0,181050,182588,177384,2.21728e+06,1.1317e+06,0,0,1.586e+06,1.586e+06,1.586e+06,1010.63,631.506,0,0,2000,2000,2000,127.075,38.7591,0,0,1046.88,1350.71,1969.43,0.000942913,0.00267558,0,0,0.0381004,0.000146162,0.000112309,
821.00,50,50,306.886,71.3598,262.3,266.773,269.972,0,0,0,0,0,0,0,139.373,2427.48,0,0,90.4955,91.234,88.6689,4.40293e+08,9.53371e+08,0,0,1.49874e+08,1.51949e+08,1.46542e+08,122021,1.28974e+06,0,0,180991,182468,177338,2.24331e+06,1.14769e+06,0,0,1.642e+06,1.642e+06,1.642e+06,875.5,531.306,0,0,2000,2000,2000,129.549,38.119,0,0,1046.16,1351.13,1970.35,0.000937401,0.00273979,0,0,0.0388461,0.000150123,0.000115765,
852.00,50,50,306.73,67.6947,261.25,265.84,269.133,0,0,0,0,0,0,0,125.165,2435.27,0,0,90.4647,91.1723,88.6425,4.43514e+08,9.89572e+08,0,0,1.55484e+08,1.57603e+08,1.52039e+08,92669.1,1.08352e+06,0,0,180929,182345,177285,2.26802e+06,1.16257e+06,0,0,1.704e+06,1.704e+06,1.704e+06,740.378,444.927,0,0,2000,2000,2000,130.301,37.6742,0,0,1045.7,1351.62,1971.25,0.000947398,0.00279049,0,0,0.0395475,0.000154527,0.00012002,
882.00,50,50,306.577,64.7709,260.242,264.945,268.328,0,0,0,0,0,0,0,115.663,2425.37,0,0,90.4364,91.1171,88.6197,4.45933e+08,1.01912e+09,0,0,1.6091e+08,1.63072e+08,1.57357e+08,72578.1,918379,0,0,180873,182234,177239,2.2882e+06,1.17472e+06,0,0,1.764e+06,1.764e+06,1.764e+06,627.495,378.655,0,0,2000,2000,2000,130.691,37.4165,0,0,1045.24,1352.1,1972.2,0.000963152,0.00282475,0,0,0.0402137,0.00015883,0.000124092,
913.00,50,50,306.416,62.23,259.21,264.03,267.504,0,0,0,0,0,0,0,106.916,2401.77,0,0,90.4092,91.0645,88.5969,4.4789e+08,1.045e+09,0,0,1.66517e+08,1.68719e+08,1.6285e+08,56870.6,776842,0,0,180818,182129,177194,2.30591e+06,1.18545e+06,0,0,1.826e+06,1.826e+06,1.826e+06,531.918,323.446,0,0,2000,2000,2000,131.123,37.3106,0,0,1044.82,1352.6,1973.17,0.000977306,0.00284573,0,0,0.0408916,0.000163464,0.000128266,
943.00,50,50,306.257,60.1557,258.22,263.156,266.716,0,0,0,0,0,0,0,99.4589,2373.35,0,0,90.3844,91.0178,88.5746,4.49382e+08,1.0663e+09,0,0,1.7194e+08,1.74181e+08,1.68165e+08,45244.4,665295,0,0,180769,182036,177149,2.3205e+06,1.19438e+06,0,0,1.886e+06,1.886e+06,1.886e+06,454.905,280.319,0,0,2000,2000,2000,131.534,37.3108,0,0,1044.36,1353.09,1974.1,0.000990285,0.00285577,0,0,0.0415773,0.00016814,0.000132358,
974.00,50,50,306.092,58.345,257.211,262.264,265.916,0,0,0,0,0,0,0,93.9937,2347.93,0,0,90.3601,90.9738,88.5521,4.50618e+08,1.08518e+09,0,0,1.77543e+08,1.79823e+08,1.73656e+08,36137.3,570046,0,0,180720,181948,177104,2.33332e+06,1.20238e+06,0,0,1.948e+06,1.948e+06,1.948e+06,384.465,242.786,0,0,2000,2000,2000,131.752,37.322,0,0,1043.75,1353.59,1975.03,0.00100393,0.00286353,0,0,0.0423796,0.000173176,0.000136723,
1005.00,50,50,305.924,56.8241,256.212,261.384,265.134,0,0,0,0,0,0,0,86.4518,2316.06,0,0,90.3364,90.9341,88.5298,4.51599e+08,1.10139e+09,0,0,1.83145e+08,1.85462e+08,1.79146e+08,28178.1,489200,0,0,180673,181868,177060,2.34415e+06,1.20933e+06,0,0,2.01e+06,2.01e+06,2.01e+06,325.94,211.221,0,0,2000,2000,2000,132.325,37.394,0,0,1042.81,1354.07,1975.93,0.00101387,0.00286623,0,0,0.0433315,0.0001786,0.00014108,
1035.00,50,50,305.76,55.6029,255.255,260.541,264.394,0,0,0,0,0,0,0,78.9893,2276.85,0,0,90.3138,90.9,88.5095,4.52333e+08,1.1149e+09,0,0,1.88564e+08,1.90917e+08,1.84457e+08,22211,424172,0,0,180628,181800,177019,2.35314e+06,1.21522e+06,0,0,2.07e+06,2.07e+06,2.07e+06,281.19,186.298,0,0,2000,2000,2000,132.99,37.5443,0,0,1041.71,1354.51,1976.77,0.0010208,0.00286056,0,0,0.0442852,0.000184508,0.000145284,
1066.00,50,50,305.587,54.5302,254.274,259.681,263.644,0,0,0,0,0,0,0,72.8375,2233.16,0,0,90.2912,90.8691,88.491,4.5294e+08,1.12701e+09,0,0,1.94163e+08,1.96551e+08,1.89944e+08,17561.1,367206,0,0,180582,181738,176982,2.36111e+06,1.2206e+06,0,0,2.132e+06,2.132e+06,2.132e+06,241.1,164.433,0,0,2000,2000,2000,133.53,37.7501,0,0,1040.67,1354.88,1977.66,0.00102754,0.00284972,0,0,0.0452406,0.000191957,0.000149492,
1096.00,50,50,305.418,53.6485,253.337,258.853,262.929,0,0,0,0,0,0,0,65.8718,2190.48,0,0,90.2709,90.8434,88.474,4.53399e+08,1.1372e+09,0,0,1.99579e+08,2.02002e+08,1.95252e+08,13889,320561,0,0,180542,181687,176948,2.36781e+06,1.22521e+06,0,0,2.192e+06,2.192e+06,2.192e+06,210.85,146.343,0,0,2000,2000,2000,134.674,37.9756,0,0,1039.66,1355.07,1978.49,0.00102918,0.00283673,0,0,0.0461134,0.000201879,0.000153497,
1127.00,50,50,305.245,52.8849,252.381,258.005,262.2,0,0,0,0,0,0,0,60.5623,2103.94,0,0,90.2515,90.8211,88.4552,4.53775e+08,1.14638e+09,0,0,2.05176e+08,2.07634e+08,2.00737e+08,11174.7,278721,0,0,180503,181642,176910,2.37388e+06,1.22949e+06,0,0,2.254e+06,2.254e+06,2.254e+06,184.516,132.476,0,0,2000,2000,2000,135.772,38.5066,0,0,1039.09,1354.99,1979.26,0.0010292,0.00279713,0,0,0.0468095,0.00021626,0.000158208,
1158.00,50,50,305.071,52.243,251.434,257.162,261.475,0,0,0,0,0,0,0,58.9645,2018.96,0,0,90.2328,90.8028,88.4412,4.5409e+08,1.15439e+09,0,0,2.1077e+08,2.13264e+08,2.06221e+08,9320.9,243934,0,0,180466,181606,176882,2.37912e+06,1.23339e+06,0,0,2.316e+06,2.316e+06,2.316e+06,158.077,120.822,0,0,2000,2000,2000,135.997,39.1186,0,0,1038.68,1354.4,1980.24,0.00103548,0.00275226,0,0,0.0474069,0.000237942,0.00016143,
1186.00,50,50,304.914,51.7348,250.585,256.406,260.825,0,0,0,0,0,0,0,51.6056,1971.17,0,0,90.2167,90.7898,88.4248,4.54317e+08,1.16078e+09,0,0,2.15823e+08,2.18349e+08,2.11173e+08,7204.84,217862,0,0,180433,181580,176850,2.38323e+06,1.2366e+06,0,0,2.372e+06,2.372e+06,2.372e+06,139.613,110.525,0,0,2000,2000,2000,137.887,39.4982,0,0,1038.42,1353.2,1980.92,0.00102927,0.00272692,0,0,0.0479185,0.000267142,0.000165762,
1217.00,50,50,304.738,51.2361,249.651,255.573,260.109,0,0,0,0,0,0,0,43.791,1926.29,0,0,90.2,90.7787,88.4079,4.54505e+08,1.16709e+09,0,0,2.21416e+08,2.23977e+08,2.16655e+08,5460.37,193521,0,0,180400,181557,176816,2.38729e+06,1.23985e+06,0,0,2.434e+06,2.434e+06,2.434e+06,124.692,100.463,0,0,2000,2000,2000,140.003,39.873,0,0,1038.19,1350.76,1981.68,0.00102058,0.00270241,0,0,0.0484698,0.000315487,0.000170436,
1247.00,50,50,304.567,50.8245,248.755,254.773,259.419,0,0,0,0,0,0,0,43.0276,1881.73,0,0,90.1848,90.7714,88.3928,4.54655e+08,1.17254e+09,0,0,2.26827e+08,2.29424e+08,2.21959e+08,4707.31,173414,0,0,180370,181543,176786,2.39076e+06,1.24271e+06,0,0,2.494e+06,2.494e+06,2.494e+06,109.402,92.1566,0,0,2000,2000,2000,140.098,40.2504,0,0,1037.95,1346.71,1982.44,0.00102657,0.00267873,0,0,0.0489992,0.000386971,0.00017485,
1250.00,50,50,304.55,50.7855,248.667,254.693,259.35,0,0,0,0,0,0,0,42.998,1875.66,0,0,90.1835,90.7708,88.3917,4.54669e+08,1.17305e+09,0,0,2.27368e+08,2.29968e+08,2.22489e+08,4637.67,171181,0,0,180367,181542,176783,2.39108e+06,1.24298e+06,0,0,2.5e+06,2.5e+06,2.5e+06,107.858,91.2645,0,0,2000,2000,2000,140.094,40.2983,0,0,1037.99,1346.22,1982.53,0.00102708,0.00267652,0,0,0.0490297,0.000395701,0.000175188,
1268.00,50,50,304.448,50.5759,248.135,254.216,258.938,0,0,0,0,0,0,0,40.9109,1843.19,0,0,90.1749,90.768,88.3825,4.54746e+08,1.17601e+09,0,0,2.30615e+08,2.33236e+08,2.25671e+08,4082.23,160104,0,0,180350,181536,176765,2.39293e+06,1.24458e+06,0,0,2.536e+06,2.536e+06,2.536e+06,99.7835,86.8623,0,0,2000,2000,2000,140.637,40.5652,0,0,1037.86,1342.75,1982.96,0.00102764,0.0026615,0,0,0.0493308,0.000517288,0.000178072,
1278.00,50,50,304.391,50.4604,247.842,253.952,258.709,0,0,0,0,0,0,0,40.0559,1826.3,0,0,90.1703,90.7665,88.3786,4.54785e+08,1.17757e+09,0,0,2.32418e+08,2.35051e+08,2.27438e+08,3833.02,154612,0,0,180341,181533,176757,2.3939e+06,1.24543e+06,0,0,2.556e+06,2.556e+06,2.556e+06,95.6918,84.6585,0,0,2000,2000,2000,140.855,40.7044,0,0,1037.78,1340.46,1983.25,0.00102818,0.00265337,0,0,0.0495079,0.000601501,0.000179264,
1308.00,50,50,304.218,50.1556,246.97,253.162,258.026,0,0,0,0,0,0,0,39.9983,1775.79,0,0,90.1572,90.7635,88.3633,4.54891e+08,1.18194e+09,0,0,2.37828e+08,2.40497e+08,2.3274e+08,3333.73,139809,0,0,180314,181527,176727,2.39655e+06,1.24786e+06,0,0,2.616e+06,2.616e+06,2.616e+06,83.3468,78.7309,0,0,2000,2000,2000,140.764,41.1272,0,0,1037.56,1331.73,1983.9,0.00103484,0.00262857,0,0,0.0500187,0.000913397,0.000184455,
1339.00,50,50,304.038,49.8957,246.082,252.346,257.324,0,0,0,0,0,0,0,38.8948,1720.29,0,0,90.1448,90.762,88.3497,4.54985e+08,1.18603e+09,0,0,2.43417e+08,2.46125e+08,2.38218e+08,2789.59,126068,0,0,180290,181524,176699,2.39892e+06,1.25021e+06,0,0,2.678e+06,2.678e+06,2.678e+06,71.7215,73.2831,0,0,2000,2000,2000,140.986,41.6098,0,0,1037.19,1319.38,1984.65,0.00104047,0.00260219,0,0,0.0505801,0.00149975,0.00018946,
1370.00,50,50,303.857,49.6728,245.205,251.532,256.629,0,0,0,0,0,0,0,30.1797,1653.08,0,0,90.133,90.7623,88.3342,4.55056e+08,1.18971e+09,0,0,2.49006e+08,2.51752e+08,2.43696e+08,1970.33,114086,0,0,180266,181525,176668,2.40102e+06,1.2524e+06,0,0,2.74e+06,2.74e+06,2.74e+06,65.2864,69.0145,0,0,2000,2000,2000,143.57,42.2218,0,0,1036.53,1303.55,1985.24,0.00102854,0.00256723,0,0,0.0511874,0.00247712,0.000195522,
1400.00,50,50,303.682,49.5073,244.368,250.743,255.962,0,0,0,0,0,0,0,31.6041,1598.19,0,0,90.123,90.764,88.3205,4.55112e+08,1.19298e+09,0,0,2.54413e+08,2.57198e+08,2.48995e+08,1835.11,105188,0,0,180246,181528,176641,2.40286e+06,1.25441e+06,0,0,2.8e+06,2.8e+06,2.8e+06,58.0654,65.8169,0,0,2000,2000,2000,143.057,42.749,0,0,1035.74,1284.17,1985.78,0.00103758,0.00253512,0,0,0.0517306,0.00372569,0.00020174,
1431.00,50,50,303.5,49.3753,243.518,249.927,255.281,0,0,0,0,0,0,0,33.9978,1547,0,0,90.1151,90.7665,88.3076,4.55166e+08,1.1961e+09,0,0,2.60001e+08,2.62825e+08,2.54471e+08,1694.28,97292.1,0,0,180230,181533,176615,2.40451e+06,1.2564e+06,0,0,2.862e+06,2.862e+06,2.862e+06,49.8348,62.891,0,0,2000,2000,2000,142.237,43.3034,0,0,1035.01,1259.3,1986.24,0.00105067,0.00250265,0,0,0.0521872,0.005352,0.000209153,
1461.00,50,50,303.324,49.2766,242.712,249.129,254.631,0,0,0,0,0,0,0,32.9661,1499.42,0,0,90.1066,90.7677,88.2938,4.55213e+08,1.1989e+09,0,0,2.65407e+08,2.68271e+08,2.59768e+08,1418.47,90760,0,0,180213,181535,176588,2.40588e+06,1.25824e+06,0,0,2.922e+06,2.922e+06,2.922e+06,43.0282,60.5302,0,0,2000,2000,2000,142.474,43.8485,0,0,1034.23,1231.69,1986.44,0.00105798,0.0024712,0,0,0.0525147,0.00755722,0.000218104,
1492.00,50,50,303.144,49.1908,241.893,248.301,253.968,0,0,0,0,0,0,0,29.6393,1453.27,0,0,90.0948,90.7655,88.2808,4.55251e+08,1.20161e+09,0,0,2.70994e+08,2.73899e+08,2.65242e+08,1109.14,84999.8,0,0,180190,181531,176562,2.40712e+06,1.26008e+06,0,0,2.984e+06,2.984e+06,2.984e+06,37.4214,58.4888,0,0,2000,2000,2000,143.428,44.4327,0,0,1033.46,1200.54,1986.61,0.00106053,0.00243788,0,0,0.0527394,0.0104693,0.00022822,
1523.00,50,50,302.964,49.1194,241.1,247.471,253.312,0,0,0,0,0,0,0,21.3684,1398.05,0,0,90.084,90.759,88.2673,4.55279e+08,1.20415e+09,0,0,2.76579e+08,2.79526e+08,2.70715e+08,719.781,79358.8,0,0,180168,181518,176535,2.4082e+06,1.26187e+06,0,0,3.046e+06,3.046e+06,3.046e+06,33.6844,56.7639,0,0,2000,2000,2000,145.981,45.1478,0,0,1032.8,1168.5,1986.56,0.00105435,0.00239994,0,0,0.0528356,0.0138308,0.000239345,
1551.00,50,50,302.805,49.0655,240.398,246.72,252.724,0,0,0,0,0,0,0,19.4396,1339.62,0,0,90.1071,90.7478,88.2561,4.55298e+08,1.20629e+09,0,0,2.81624e+08,2.84608e+08,2.75658e+08,644.862,74910.5,0,0,180214,181496,176512,2.40914e+06,1.26344e+06,0,0,3.102e+06,3.102e+06,3.102e+06,33.1727,55.9193,0,0,2000,2000,2000,146.605,45.922,0,0,1031.82,1139.55,1986.48,0.00104628,0.00235687,0,0,0.0528884,0.0172899,0.000250244,
1582.00,50,50,302.628,49.0247,239.636,245.891,252.076,0,0,0,0,0,0,0,19.7563,1283.41,0,0,90.0889,90.7296,88.2428,4.55317e+08,1.20854e+09,0,0,2.8721e+08,2.90234e+08,2.81129e+08,602.272,71103.8,0,0,180178,181459,176486,2.41012e+06,1.26516e+06,0,0,3.164e+06,3.164e+06,3.164e+06,30.4851,55.4021,0,0,2000,2000,2000,146.447,46.6976,0,0,1030.56,1109.09,1986.24,0.00105672,0.00231176,0,0,0.052957,0.0212146,0.000263611,
1612.00,50,50,302.459,48.9982,238.9,245.089,251.452,0,0,0,0,0,0,0,19.7714,1233.74,0,0,90.0738,90.7063,88.2316,4.55334e+08,1.21062e+09,0,0,2.92615e+08,2.95677e+08,2.86423e+08,553.07,67648,0,0,180148,181413,176463,2.41099e+06,1.26682e+06,0,0,3.224e+06,3.224e+06,3.224e+06,27.9733,54.8317,0,0,2000,2000,2000,146.393,47.4028,0,0,1029.15,1080.01,1985.99,0.0010654,0.00227373,0,0,0.0531528,0.0252462,0.000276951,
1643.00,50,50,302.286,48.9901,238.171,244.26,250.809,0,0,0,0,0,0,0,19.6895,1192.12,0,0,90.0745,90.6705,88.2193,4.5535e+08,1.21267e+09,0,0,2.98199e+08,3.01299e+08,2.91893e+08,509.307,65100.7,0,0,180149,181341,176439,2.41182e+06,1.26851e+06,0,0,3.286e+06,3.286e+06,3.286e+06,25.8669,54.6091,0,0,2000,2000,2000,146.375,48.0672,0,0,1028.27,1051.23,1985.5,0.00107268,0.00223541,0,0,0.0531489,0.0294774,0.000292694,
1673.00,50,50,302.118,49.0033,237.473,243.46,250.19,0,0,0,0,0,0,0,19.6823,1159.56,0,0,90.137,90.6352,88.2069,4.55365e+08,1.21459e+09,0,0,3.03606e+08,3.06738e+08,2.97186e+08,473.084,63197.8,0,0,180274,181270,176414,2.41257e+06,1.27015e+06,0,0,3.346e+06,3.346e+06,3.346e+06,24.0359,54.5015,0,0,2000,2000,2000,146.335,48.6117,0,0,1027.03,1023.86,1984.86,0.00108046,0.00220384,0,0,0.0532021,0.033806,0.000309525,
1704.00,50,50,301.946,49.0236,236.777,242.634,249.552,0,0,0,0,0,0,0,19.6365,1127.69,0,0,90.2488,90.592,88.1943,4.55379e+08,1.21651e+09,0,0,3.09197e+08,3.12356e+08,3.02654e+08,439.279,61482.6,0,0,180498,181184,176389,2.41328e+06,1.27184e+06,0,0,3.408e+06,3.408e+06,3.408e+06,22.3706,54.5207,0,0,2000,2000,2000,146.308,49.1523,0,0,1025.84,997.814,1984.12,0.00109016,0.00217236,0,0,0.0531619,0.0390387,0.000328058,
1735.00,50,50,301.774,49.0427,236.079,241.811,248.916,0,0,0,0,0,0,0,19.5273,1095.78,0,0,90.3391,90.5377,88.1826,4.55392e+08,1.21839e+09,0,0,3.14796e+08,3.17971e+08,3.08122e+08,410.497,60045.4,0,0,180678,181075,176365,2.41395e+06,1.27353e+06,0,0,3.47e+06,3.47e+06,3.47e+06,21.0217,54.797,0,0,2000,2000,2000,146.306,49.7083,0,0,1024.19,974.549,1983.38,0.00110003,0.0021402,0,0,0.0532577,0.0445074,0.000361061,
1765.00,50,50,301.61,49.0571,235.416,241.024,248.302,0,0,0,0,0,0,0,19.3901,1071.07,0,0,90.4273,90.4842,88.173,4.55404e+08,1.22018e+09,0,0,3.20219e+08,3.23401e+08,3.13413e+08,388.995,59092.6,0,0,180855,180968,176346,2.41456e+06,1.27518e+06,0,0,3.53e+06,3.53e+06,3.53e+06,20.0615,55.1718,0,0,2000,2000,2000,146.322,50.1812,0,0,1022.59,954.95,1982.87,0.00110828,0.00211238,0,0,0.0533199,0.0502119,0.000404361,
1796.00,50,50,301.441,49.0729,234.747,240.216,247.67,0,0,0,0,0,0,0,19.1645,1051.13,0,0,90.5391,90.4098,88.162,4.55416e+08,1.222e+09,0,0,3.25829e+08,3.29009e+08,3.18879e+08,373.664,58359.7,0,0,181078,180820,176324,2.41517e+06,1.2769e+06,0,0,3.592e+06,3.592e+06,3.592e+06,19.4977,55.5207,0,0,2000,2000,2000,146.375,50.5666,0,0,1021.28,937.243,1982.42,0.00111413,0.00208829,0,0,0.0533901,0.0558157,0.000445403,
1826.00,50,50,301.28,49.0986,234.109,239.44,247.062,0,0,0,0,0,0,0,18.8619,1031.48,0,0,90.8796,90.3484,88.1502,4.55427e+08,1.22373e+09,0,0,3.31271e+08,3.34431e+08,3.24168e+08,381.485,57690,0,0,181759,180697,176300,2.41577e+06,1.27857e+06,0,0,3.652e+06,3.652e+06,3.652e+06,20.2251,55.9295,0,0,2000,2000,2000,146.483,50.9429,0,0,1020.45,921.589,1981.99,0.00111115,0.00206623,0,0,0.0534159,0.0612213,0.000482358,
1849.00,50,50,301.155,49.1142,233.632,238.848,246.596,0,0,0,0,0,0,0,18.8536,1017.41,0,0,91.0795,90.2869,88.1429,4.55436e+08,1.22506e+09,0,0,3.35458e+08,3.38585e+08,3.28223e+08,401.634,57330.5,0,0,182159,180574,176286,2.41625e+06,1.27986e+06,0,0,3.698e+06,3.698e+06,3.698e+06,21.3028,56.3497,0,0,2000,2000,2000,146.5,51.2068,0,0,1019.4,910.445,1981.82,0.00110727,0.00204969,0,0,0.0533811,0.0653077,0.000508193,
1857.00,50,50,301.113,49.1192,233.465,238.643,246.435,0,0,0,0,0,0,0,18.8818,1013.47,0,0,91.1351,90.2648,88.1396,4.5544e+08,1.22551e+09,0,0,3.36915e+08,3.4003e+08,3.29633e+08,406.944,57263.3,0,0,182270,180530,176279,2.41642e+06,1.28032e+06,0,0,3.714e+06,3.714e+06,3.714e+06,21.5522,56.5023,0,0,2000,2000,2000,146.493,51.2751,0,0,1019,906.684,1981.73,0.00110681,0.00204485,0,0,0.0533857,0.0666944,0.000517144,
1888.00,50,50,300.946,49.1437,232.817,237.848,245.811,0,0,0,0,0,0,0,18.7896,992.504,0,0,91.456,90.182,88.1281,4.55453e+08,1.22728e+09,0,0,3.42576e+08,3.45623e+08,3.35098e+08,457.786,56567.9,0,0,182912,180364,176256,2.41713e+06,1.28208e+06,0,0,3.776e+06,3.776e+06,3.776e+06,24.3637,56.9951,0,0,2000,2000,2000,146.559,51.6058,0,0,1017.5,892.391,1981.48,0.00109679,0.00202545,0,0,0.0534457,0.0719766,0.000549827,
1917.00,50,50,300.791,49.1661,232.228,237.107,245.23,0,0,0,0,0,0,0,18.9208,977.373,0,0,92.0727,90.1224,88.118,4.55467e+08,1.22891e+09,0,0,3.479e+08,3.50852e+08,3.40209e+08,482.086,56372.3,0,0,184145,180245,176236,2.41786e+06,1.28374e+06,0,0,3.834e+06,3.834e+06,3.834e+06,25.4792,57.6774,0,0,2000,2000,2000,146.529,51.7605,0,0,1015.65,879.597,1981.32,0.00109452,0.0020149,0,0,0.0534311,0.0770334,0.000578289,
1948.00,50,50,300.625,49.1929,231.575,236.315,244.611,0,0,0,0,0,0,0,18.9437,968.23,0,0,96.0833,90.0358,88.1073,4.55482e+08,1.23066e+09,0,0,3.53753e+08,3.56436e+08,3.45672e+08,500.895,56415.9,0,0,192167,180072,176215,2.41867e+06,1.28554e+06,0,0,3.896e+06,3.896e+06,3.896e+06,26.4412,58.267,0,0,2000,2000,2000,146.53,51.722,0,0,1008.48,866.511,1981.2,0.00109283,0.00202056,0,0,0.0538734,0.0827462,0.000607175,
1978.00,50,50,300.464,49.2277,230.945,235.552,244.014,0,0,0,0,0,0,0,18.951,962.724,0,0,98.5838,89.9669,88.0977,4.55497e+08,1.23236e+09,0,0,3.59612e+08,3.61835e+08,3.50958e+08,518.279,56488.1,0,0,197168,179934,176195,2.41948e+06,1.2873e+06,0,0,3.956e+06,3.956e+06,3.956e+06,27.3485,58.6753,0,0,2000,2000,2000,146.537,51.5902,0,0,1003.2,854.483,1981.15,0.0010913,0.00203073,0,0,0.054211,0.0882027,0.000633761,
2009.00,50,50,300.3,49.2659,230.304,234.763,243.401,0,0,0,0,0,0,0,18.9853,958.604,0,0,101.066,89.9295,88.087,4.55514e+08,1.23411e+09,0,0,3.6582e+08,3.67412e+08,3.56419e+08,535.404,56557.9,0,0,202132,179859,176174,2.42034e+06,1.28912e+06,0,0,4.018e+06,4.018e+06,4.018e+06,28.201,59.0002,0,0,2000,2000,2000,146.533,51.4269,0,0,998.534,842.519,1981.04,0.00109014,0.00204246,0,0,0.0544761,0.0939444,0.000661329,
